	revision	user	date	chromosome	systematic_id	primary_name	feature_type	value_x	value_y	added_or_removed
338	20110324	-	2011-03-24	I	SPAC6G9.08	ubp6	CDS	3259701..3261107	('PMID:xxxxxxxx',)	added
339	20110324	-	2011-03-24	I	SPAC7D4.05		CDS	complement(join(2629373..2629819,2629909..2629985,2630021..2630183))	('PMID:18641648', 'PMID:20118936')	removed
340	20110324	-	2011-03-24	I	SPAC7D4.05		CDS	complement(join(2629373..2629819,2629909..2629985,2630021..2630183))	('PMID:xxxxxxxx',)	added
341	20110324	-	2011-03-24	I	SPAC806.04c		CDS	complement(join(241426..241537,241589..241709,241757..242815,242917..242941))	('PMID:18641648', 'PMID:20118936')	removed
342	20110324	-	2011-03-24	I	SPAC806.04c		CDS	complement(join(241426..241537,241589..241709,241757..242815,242917..242941))	('PMID:xxxxxxxx',)	added
343	20110324	-	2011-03-24	I	SPAC806.04c		CDS	complement(join(241426..241537,241589..241709,241757..242815,242917..242941))	('PMID:18641648', 'PMID:20118936')	removed
344	20110324	-	2011-03-24	I	SPAC806.04c		CDS	complement(join(241426..241537,241589..241709,241757..242815,242917..242941))	('PMID:xxxxxxxx',)	added
345	20110324	-	2011-03-24	I	SPAC806.06c		CDS	complement(245304..246410)	('PMID:18641648', 'PMID:20118936')	removed
346	20110324	-	2011-03-24	I	SPAC806.06c		CDS	complement(245304..246410)	('PMID:xxxxxxxx',)	added
347	20110324	-	2011-03-24	I	SPAC806.06c		CDS	complement(245304..246410)	('PMID:18641648', 'PMID:20118936')	removed
348	20110324	-	2011-03-24	I	SPAC806.06c		CDS	complement(245304..246410)	('PMID:xxxxxxxx',)	added
349	20110324	-	2011-03-24	I	SPAC806.08c	mod21	CDS	complement(join(248680..250549,250607..250770))	('PMID:18641648', 'PMID:20118936')	removed
350	20110324	-	2011-03-24	I	SPAC806.08c	mod21	CDS	complement(join(248680..250549,250607..250770))	('PMID:xxxxxxxx',)	added
351	20110324	-	2011-03-24	I	SPAC821.07c	moc3	CDS	complement(991752..993278)	('PMID:18641648', 'PMID:20118936')	removed
352	20110324	-	2011-03-24	I	SPAC821.07c	moc3	CDS	complement(991752..993278)	('PMID:xxxxxxxx',)	added
353	20110324	-	2011-03-24	I	SPAC821.07c	moc3	CDS	complement(991752..993278)	('PMID:18641648', 'PMID:20118936')	removed
354	20110324	-	2011-03-24	I	SPAC821.07c	moc3	CDS	complement(991752..993278)	('PMID:xxxxxxxx',)	added
355	20110324	-	2011-03-24	I	SPAC869.11	cat1	CDS	complement(5489385..5491148)	('PMID:18641648', 'PMID:20118936')	removed
356	20110324	-	2011-03-24	I	SPAC869.11	cat1	CDS	complement(5489385..5491148)	('PMID:xxxxxxxx',)	added
357	20110324	-	2011-03-24	I	SPAC869.11	cat1	CDS	complement(5489385..5491148)	('PMID:18641648', 'PMID:20118936')	removed
358	20110324	-	2011-03-24	I	SPAC869.11	cat1	CDS	complement(5489385..5491148)	('PMID:xxxxxxxx',)	added
359	20110324	-	2011-03-24	I	SPAC8C9.11		CDS	join(3659132..3659191,3659271..3659420,3659527..3659571)	('PMID:18641648', 'PMID:20118936')	removed
360	20110324	-	2011-03-24	I	SPAC8C9.11		CDS	join(3659132..3659191,3659271..3659420,3659527..3659571)	('PMID:xxxxxxxx',)	added
361	20110324	-	2011-03-24	I	SPAC8C9.11		CDS	join(3659132..3659191,3659271..3659420,3659527..3659571)	('PMID:18641648', 'PMID:20118936')	removed
362	20110324	-	2011-03-24	I	SPAC8C9.11		CDS	join(3659132..3659191,3659271..3659420,3659527..3659571)	('PMID:xxxxxxxx',)	added
363	20110324	-	2011-03-24	I	SPAC9.12c	atp12	CDS	complement(join(1487131..1487237,1487287..1488055))	('PMID:18641648', 'PMID:20118936')	removed
364	20110324	-	2011-03-24	I	SPAC9.12c	atp12	CDS	complement(join(1487131..1487237,1487287..1488055))	('PMID:xxxxxxxx',)	added
365	20110324	-	2011-03-24	I	SPAC9.12c	atp12	CDS	complement(join(1487131..1487237,1487287..1488055))	('PMID:18641648', 'PMID:20118936')	removed
366	20110324	-	2011-03-24	I	SPAC9.12c	atp12	CDS	complement(join(1487131..1487237,1487287..1488055))	('PMID:xxxxxxxx',)	added
367	20110324	-	2011-03-24	I	SPAC959.09c	apc5	CDS	complement(join(3401279..3401424,3401471..3401771,3401818..3401913,3401961..3402087,3402138..3402905,3402956..3403049,3403136..3403195,3403240..3403576,3403625..3403729,3403791..3403991))	('PMID:18641648', 'PMID:20118936')	removed
368	20110324	-	2011-03-24	I	SPAC959.09c	apc5	CDS	complement(join(3401279..3401424,3401471..3401771,3401818..3401913,3401961..3402087,3402138..3402905,3402956..3403049,3403136..3403195,3403240..3403576,3403625..3403729,3403791..3403991))	('PMID:xxxxxxxx',)	added
369	20110324	-	2011-03-24	I	SPACUNK4.17		CDS	complement(2873032..2874252)	('PMID:18641648', 'PMID:20118936')	removed
370	20110324	-	2011-03-24	I	SPACUNK4.17		CDS	complement(2873032..2874252)	('PMID:xxxxxxxx',)	added
371	20110324	-	2011-03-24	I	SPACUNK4.17		CDS	complement(2873032..2874252)	('PMID:18641648', 'PMID:20118936')	removed
372	20110324	-	2011-03-24	I	SPACUNK4.17		CDS	complement(2873032..2874252)	('PMID:xxxxxxxx',)	added
373	20110324	-	2011-03-24	I	SPAP27G11.05c	vps41	CDS	complement(join(1615930..1616168,1616214..1618127,1618191..1618349,1618391..1618532,1618583..1618744))	('PMID:18641648', 'PMID:20118936')	removed
374	20110324	-	2011-03-24	I	SPAP27G11.05c	vps41	CDS	complement(join(1615930..1616168,1616214..1618127,1618191..1618349,1618391..1618532,1618583..1618744))	('PMID:xxxxxxxx',)	added
375	20110324	-	2011-03-24	I	SPAP27G11.05c	vps41	CDS	complement(join(1615930..1616168,1616214..1618127,1618191..1618349,1618391..1618532,1618583..1618744))	('PMID:18641648', 'PMID:20118936')	removed
376	20110324	-	2011-03-24	I	SPAP27G11.05c	vps41	CDS	complement(join(1615930..1616168,1616214..1618127,1618191..1618349,1618391..1618532,1618583..1618744))	('PMID:xxxxxxxx',)	added
377	20110324	-	2011-03-24	I	SPAPB17E12.06		CDS	join(1276673..1276846,1276937..1276986,1277041..1277108,1277169..1277270,1277313..1277419,1277458..1277751)	('PMID:18641648', 'PMID:20118936')	removed
378	20110324	-	2011-03-24	I	SPAPB17E12.06		CDS	join(1276673..1276846,1276937..1276986,1277041..1277108,1277169..1277270,1277313..1277419,1277458..1277751)	('PMID:xxxxxxxx',)	added
379	20110324	-	2011-03-24	I	SPAPB17E12.06		CDS	join(1276673..1276846,1276937..1276986,1277041..1277108,1277169..1277270,1277313..1277419,1277458..1277751)	('PMID:18641648', 'PMID:20118936')	removed
380	20110324	-	2011-03-24	I	SPAPB17E12.06		CDS	join(1276673..1276846,1276937..1276986,1277041..1277108,1277169..1277270,1277313..1277419,1277458..1277751)	('PMID:xxxxxxxx',)	added
381	20110324	-	2011-03-24	I	SPAPB18E9.02c	ppk18	CDS	complement(join(3976370..3980195,3980559..3980689))	('PMID:18641648', 'PMID:20118936')	removed
382	20110324	-	2011-03-24	I	SPAPB18E9.02c	ppk18	CDS	complement(join(3976370..3980195,3980559..3980689))	('PMID:xxxxxxxx',)	added
383	20110324	-	2011-03-24	I	SPAPB18E9.02c	ppk18	CDS	complement(join(3976370..3980195,3980559..3980689))	('PMID:18641648', 'PMID:20118936')	removed
384	20110324	-	2011-03-24	I	SPAPB18E9.02c	ppk18	CDS	complement(join(3976370..3980195,3980559..3980689))	('PMID:xxxxxxxx',)	added
385	20110324	-	2011-03-24	I	SPAPB1A10.05		CDS	1867135..1868019	('PMID:18641648', 'PMID:20118936')	removed
386	20110324	-	2011-03-24	I	SPAPB1A10.05		CDS	1867135..1868019	('PMID:xxxxxxxx',)	added
387	20110324	-	2011-03-24	I	SPAPB1A10.05		CDS	1867135..1868019	('PMID:18641648', 'PMID:20118936')	removed
388	20110324	-	2011-03-24	I	SPAPB1A10.05		CDS	1867135..1868019	('PMID:xxxxxxxx',)	added
389	20110324	-	2011-03-24	I	SPAPB1A10.08		CDS	join(1876259..1876886,1876959..1877581)	('PMID:18641648', 'PMID:20118936')	removed
390	20110324	-	2011-03-24	I	SPAPB1A10.08		CDS	join(1876259..1876886,1876959..1877581)	('PMID:xxxxxxxx',)	added
391	20110324	-	2011-03-24	I	SPAPB1A10.08		CDS	join(1876259..1876886,1876959..1877581)	('PMID:18641648', 'PMID:20118936')	removed
392	20110324	-	2011-03-24	I	SPAPB1A10.08		CDS	join(1876259..1876886,1876959..1877581)	('PMID:xxxxxxxx',)	added
393	20110324	-	2011-03-24	I	SPAPB1E7.06c	eme1	CDS	complement(join(3297520..3299548,3299633..3299724,3299781..3299867))	('PMID:18641648', 'PMID:20118936')	removed
394	20110324	-	2011-03-24	I	SPAPB1E7.06c	eme1	CDS	complement(join(3297520..3299548,3299633..3299724,3299781..3299867))	('PMID:xxxxxxxx',)	added
395	20110324	-	2011-03-24	I	SPAPB24D3.03		CDS	2952416..2953642	('PMID:18641648', 'PMID:20118936')	removed
396	20110324	-	2011-03-24	I	SPAPB24D3.03		CDS	2952416..2953642	('PMID:xxxxxxxx',)	added
397	20110324	-	2011-03-24	I	SPAPB24D3.03		CDS	2952416..2953642	('PMID:18641648', 'PMID:20118936')	removed
398	20110324	-	2011-03-24	I	SPAPB24D3.03		CDS	2952416..2953642	('PMID:xxxxxxxx',)	added
399	20110324	-	2011-03-24	II	SPBC106.04	ada1	CDS	join(380390..380560,380624..382948)	('PMID:18641648', 'PMID:20118936')	removed
400	20110324	-	2011-03-24	II	SPBC106.04	ada1	CDS	join(380390..380560,380624..382948)	('PMID:xxxxxxxx',)	added
401	20110324	-	2011-03-24	II	SPBC106.15	idi1	CDS	join(406868..406991,407056..407394,407451..407677)	('PMID:18641648', 'PMID:20118936')	removed
402	20110324	-	2011-03-24	II	SPBC106.15	idi1	CDS	join(406868..406991,407056..407394,407451..407677)	('PMID:xxxxxxxx',)	added
403	20110324	-	2011-03-24	II	SPBC1198.07c		CDS	complement(join(185289..186535,186594..186675))	('PMID:18641648', 'PMID:20118936')	removed
404	20110324	-	2011-03-24	II	SPBC1198.07c		CDS	complement(join(185289..186535,186594..186675))	('PMID:xxxxxxxx',)	added
405	20110324	-	2011-03-24	II	SPBC1198.08		CDS	join(187424..187455,187581..188979)	('PMID:18641648', 'PMID:20118936')	removed
406	20110324	-	2011-03-24	II	SPBC1198.08		CDS	join(187424..187455,187581..188979)	('PMID:xxxxxxxx',)	added
407	20110324	-	2011-03-24	II	SPBC1198.08		CDS	join(187424..187455,187581..188979)	('PMID:18641648', 'PMID:20118936')	removed
408	20110324	-	2011-03-24	II	SPBC1198.08		CDS	join(187424..187455,187581..188979)	('PMID:xxxxxxxx',)	added
409	20110324	-	2011-03-24	II	SPBC11B10.01	alg2	CDS	join(1486152..1486236,1486284..1486400,1486472..1486925,1487074..1487938)	('PMID:18641648', 'PMID:20118936')	removed
410	20110324	-	2011-03-24	II	SPBC11B10.01	alg2	CDS	join(1486152..1486236,1486284..1486400,1486472..1486925,1487074..1487938)	('PMID:xxxxxxxx',)	added
411	20110324	-	2011-03-24	II	SPBC11B10.10c	pht1	CDS	complement(1502642..1503157)	('PMID:18641648', 'PMID:20118936')	removed
412	20110324	-	2011-03-24	II	SPBC11B10.10c	pht1	CDS	complement(1502642..1503157)	('PMID:xxxxxxxx',)	added
413	20110324	-	2011-03-24	II	SPBC11B10.10c	pht1	CDS	complement(1502642..1503157)	('PMID:18641648', 'PMID:20118936')	removed
414	20110324	-	2011-03-24	II	SPBC11B10.10c	pht1	CDS	complement(1502642..1503157)	('PMID:xxxxxxxx',)	added
415	20110324	-	2011-03-24	II	SPBC11C11.01		CDS	join(3344613..3344676,3344730..3344788,3344833..3344915,3344958..3345058,3345098..3345531,3345579..3345757,3345808..3346288)	('PMID:18641648', 'PMID:20118936')	removed
416	20110324	-	2011-03-24	II	SPBC11C11.01		CDS	join(3344613..3344676,3344730..3344788,3344833..3344915,3344958..3345058,3345098..3345531,3345579..3345757,3345808..3346288)	('PMID:xxxxxxxx',)	added
417	20110324	-	2011-03-24	II	SPBC11C11.01		CDS	join(3344613..3344676,3344730..3344788,3344833..3344915,3344958..3345058,3345098..3345531,3345579..3345757,3345808..3346288)	('PMID:18641648', 'PMID:20118936')	removed
418	20110324	-	2011-03-24	II	SPBC11C11.01		CDS	join(3344613..3344676,3344730..3344788,3344833..3344915,3344958..3345058,3345098..3345531,3345579..3345757,3345808..3346288)	('PMID:xxxxxxxx',)	added
419	20110324	-	2011-03-24	II	SPBC11C11.04c	alp1	CDS	complement(join(3353145..3353508,3353551..3353768,3353815..3353944,3353993..3354375,3354415..3355401,3355446..3356534,3356579..3356725))	('PMID:18641648', 'PMID:20118936')	removed
420	20110324	-	2011-03-24	II	SPBC11C11.04c	alp1	CDS	complement(join(3353145..3353508,3353551..3353768,3353815..3353944,3353993..3354375,3354415..3355401,3355446..3356534,3356579..3356725))	('PMID:xxxxxxxx',)	added
421	20110324	-	2011-03-24	II	SPBC1289.12	usp109	CDS	join(4405971..4405987,4406027..4407107)	('PMID:18641648', 'PMID:20118936')	removed
422	20110324	-	2011-03-24	II	SPBC1289.12	usp109	CDS	join(4405971..4405987,4406027..4407107)	('PMID:xxxxxxxx',)	added
423	20110324	-	2011-03-24	II	SPBC12D12.07c	trx2	CDS	complement(join(2317984..2318251,2318334..2318467))	('PMID:18641648', 'PMID:20118936')	removed
424	20110324	-	2011-03-24	II	SPBC12D12.07c	trx2	CDS	complement(join(2317984..2318251,2318334..2318467))	('PMID:xxxxxxxx',)	added
425	20110324	-	2011-03-24	II	SPBC12D12.07c	trx2	CDS	complement(join(2317984..2318251,2318334..2318467))	('PMID:18641648', 'PMID:20118936')	removed
426	20110324	-	2011-03-24	II	SPBC12D12.07c	trx2	CDS	complement(join(2317984..2318251,2318334..2318467))	('PMID:xxxxxxxx',)	added
427	20110324	-	2011-03-24	II	SPBC1347.05c		CDS	complement(join(4069285..4069334,4069390..4070366,4070422..4070510,4070585..4070665))	('PMID:xxxxxxxx',)	added
428	20110324	-	2011-03-24	II	SPBC1347.07	rex2	CDS	join(4073591..4073765,4073871..4073951,4074033..4074118,4074238..4074303,4074366..4074716)	('PMID:18641648', 'PMID:20118936')	removed
429	20110324	-	2011-03-24	II	SPBC1347.07	rex2	CDS	join(4073591..4073765,4073871..4073951,4074033..4074118,4074238..4074303,4074366..4074716)	('PMID:xxxxxxxx',)	added
430	20110324	-	2011-03-24	II	SPBC1347.07	rex2	CDS	join(4073591..4073765,4073871..4073951,4074033..4074118,4074238..4074303,4074366..4074716)	('PMID:18641648', 'PMID:20118936')	removed
431	20110324	-	2011-03-24	II	SPBC1347.07	rex2	CDS	join(4073591..4073765,4073871..4073951,4074033..4074118,4074238..4074303,4074366..4074716)	('PMID:xxxxxxxx',)	added
432	20110324	-	2011-03-24	II	SPBC13E7.04	atp16	CDS	3046852..3047355	('PMID:18641648', 'PMID:20118936')	removed
433	20110324	-	2011-03-24	II	SPBC13E7.04	atp16	CDS	3046852..3047355	('PMID:xxxxxxxx',)	added
434	20110324	-	2011-03-24	II	SPBC13E7.04	atp16	CDS	3046852..3047355	('PMID:18641648', 'PMID:20118936')	removed
435	20110324	-	2011-03-24	II	SPBC13E7.04	atp16	CDS	3046852..3047355	('PMID:xxxxxxxx',)	added
436	20110324	-	2011-03-24	II	SPBC13E7.10c	brf1	CDS	complement(join(3056760..3058060,3058218..3058330,3058392..3058456))	('PMID:18641648', 'PMID:20118936')	removed
437	20110324	-	2011-03-24	II	SPBC13E7.10c	brf1	CDS	complement(join(3056760..3058060,3058218..3058330,3058392..3058456))	('PMID:xxxxxxxx',)	added
438	20110324	-	2011-03-24	II	SPBC13G1.12	did2	CDS	join(3752361..3752376,3752417..3752436,3752477..3752554,3752757..3752903,3752946..3753014,3753070..3753141,3753194..3753394)	('PMID:18641648', 'PMID:20118936')	removed
439	20110324	-	2011-03-24	II	SPBC13G1.12	did2	CDS	join(3752361..3752376,3752417..3752436,3752477..3752554,3752757..3752903,3752946..3753014,3753070..3753141,3753194..3753394)	('PMID:xxxxxxxx',)	added
440	20110324	-	2011-03-24	II	SPBC13G1.12	did2	CDS	join(3752361..3752376,3752417..3752436,3752477..3752554,3752757..3752903,3752946..3753014,3753070..3753141,3753194..3753394)	('PMID:18641648', 'PMID:20118936')	removed
441	20110324	-	2011-03-24	II	SPBC13G1.12	did2	CDS	join(3752361..3752376,3752417..3752436,3752477..3752554,3752757..3752903,3752946..3753014,3753070..3753141,3753194..3753394)	('PMID:xxxxxxxx',)	added
442	20110324	-	2011-03-24	II	SPBC146.12	coq6	CDS	1022416..1023855	('PMID:18641648', 'PMID:20118936')	removed
443	20110324	-	2011-03-24	II	SPBC146.12	coq6	CDS	1022416..1023855	('PMID:xxxxxxxx',)	added
444	20110324	-	2011-03-24	II	SPBC146.12	coq6	CDS	1022416..1023855	('PMID:18641648', 'PMID:20118936')	removed
445	20110324	-	2011-03-24	II	SPBC146.12	coq6	CDS	1022416..1023855	('PMID:xxxxxxxx',)	added
446	20110324	-	2011-03-24	II	SPBC15C4.02		CDS	join(2238826..2239248,2239362..2240344,2240437..2240704)	('PMID:18641648', 'PMID:20118936')	removed
447	20110324	-	2011-03-24	II	SPBC15C4.02		CDS	join(2238826..2239248,2239362..2240344,2240437..2240704)	('PMID:xxxxxxxx',)	added
448	20110324	-	2011-03-24	II	SPBC15D4.02		CDS	3012934..3014577	('PMID:18641648', 'PMID:20118936')	removed
449	20110324	-	2011-03-24	II	SPBC15D4.02		CDS	3012934..3014577	('PMID:xxxxxxxx',)	added
450	20110324	-	2011-03-24	II	SPBC1604.04		CDS	complement(join(3924320..3924389,3924483..3925172,3925219..3925310))	('PMID:18641648', 'PMID:20118936')	removed
451	20110324	-	2011-03-24	II	SPBC1604.04		CDS	complement(join(3924320..3924389,3924483..3925172,3925219..3925310))	('PMID:xxxxxxxx',)	added
452	20110324	-	2011-03-24	II	SPBC1685.16	vma9	CDS	join(501305..501396,501685..501735,501802..501862)	('PMID:18641648', 'PMID:20118936')	removed
453	20110324	-	2011-03-24	II	SPBC1685.16	vma9	CDS	join(501305..501396,501685..501735,501802..501862)	('PMID:xxxxxxxx',)	added
454	20110324	-	2011-03-24	II	SPBC1685.16	vma9	CDS	join(501305..501396,501685..501735,501802..501862)	('PMID:18641648', 'PMID:20118936')	removed
455	20110324	-	2011-03-24	II	SPBC1685.16	vma9	CDS	join(501305..501396,501685..501735,501802..501862)	('PMID:xxxxxxxx',)	added
456	20110324	-	2011-03-24	II	SPBC16D10.04c	dna2	CDS	complement(join(3592359..3592685,3592733..3593447,3593496..3596289,3596335..3596692))	('PMID:18641648', 'PMID:20118936')	removed
457	20110324	-	2011-03-24	II	SPBC16D10.04c	dna2	CDS	complement(join(3592359..3592685,3592733..3593447,3593496..3596289,3596335..3596692))	('PMID:xxxxxxxx',)	added
458	20110324	-	2011-03-24	II	SPBC16D10.04c	dna2	CDS	complement(join(3592359..3592685,3592733..3593447,3593496..3596289,3596335..3596692))	('PMID:18641648', 'PMID:20118936')	removed
459	20110324	-	2011-03-24	II	SPBC16D10.04c	dna2	CDS	complement(join(3592359..3592685,3592733..3593447,3593496..3596289,3596335..3596692))	('PMID:xxxxxxxx',)	added
460	20110324	-	2011-03-24	II	SPBC16E9.19		CDS	join(1921511..1921633,1921865..1922173)	('PMID:18641648', 'PMID:20118936')	removed
461	20110324	-	2011-03-24	II	SPBC16E9.19		CDS	join(1921511..1921633,1921865..1922173)	('PMID:xxxxxxxx',)	added
462	20110324	-	2011-03-24	II	SPBC16E9.19		CDS	join(1921511..1921633,1921865..1922173)	('PMID:18641648', 'PMID:20118936')	removed
463	20110324	-	2011-03-24	II	SPBC16E9.19		CDS	join(1921511..1921633,1921865..1922173)	('PMID:xxxxxxxx',)	added
464	20110324	-	2011-03-24	II	SPBC1703.05		CDS	join(2924013..2924078,2924233..2925201)	('PMID:18641648', 'PMID:20118936')	removed
465	20110324	-	2011-03-24	II	SPBC1703.05		CDS	join(2924013..2924078,2924233..2925201)	('PMID:xxxxxxxx',)	added
466	20110324	-	2011-03-24	II	SPBC1703.05		CDS	join(2924013..2924078,2924233..2925201)	('PMID:18641648', 'PMID:20118936')	removed
467	20110324	-	2011-03-24	II	SPBC1703.05		CDS	join(2924013..2924078,2924233..2925201)	('PMID:xxxxxxxx',)	added
468	20110324	-	2011-03-24	II	SPBC1706.01	tea4	CDS	588729..591194	('PMID:18641648', 'PMID:20118936')	removed
469	20110324	-	2011-03-24	II	SPBC1706.01	tea4	CDS	588729..591194	('PMID:xxxxxxxx',)	added
470	20110324	-	2011-03-24	II	SPBC1706.01	tea4	CDS	588729..591194	('PMID:18641648', 'PMID:20118936')	removed
471	20110324	-	2011-03-24	II	SPBC1706.01	tea4	CDS	588729..591194	('PMID:xxxxxxxx',)	added
472	20110324	-	2011-03-24	II	SPBC1709.03		CDS	join(1102314..1102374,1102420..1103075,1103114..1103683)	('PMID:18641648', 'PMID:20118936')	removed
473	20110324	-	2011-03-24	II	SPBC1709.03		CDS	join(1102314..1102374,1102420..1103075,1103114..1103683)	('PMID:xxxxxxxx',)	added
474	20110324	-	2011-03-24	II	SPBC1709.03		CDS	join(1102314..1102374,1102420..1103075,1103114..1103683)	('PMID:18641648', 'PMID:20118936')	removed
475	20110324	-	2011-03-24	II	SPBC1709.03		CDS	join(1102314..1102374,1102420..1103075,1103114..1103683)	('PMID:xxxxxxxx',)	added
476	20110324	-	2011-03-24	II	SPBC1709.16c		CDS	complement(join(1130896..1131078,1131152..1131460,1131516..1131823,1131979..1132072))	('PMID:18641648', 'PMID:20118936')	removed
477	20110324	-	2011-03-24	II	SPBC1709.16c		CDS	complement(join(1130896..1131078,1131152..1131460,1131516..1131823,1131979..1132072))	('PMID:xxxxxxxx',)	added
478	20110324	-	2011-03-24	II	SPBC1709.16c		CDS	complement(join(1130896..1131078,1131152..1131460,1131516..1131823,1131979..1132072))	('PMID:18641648', 'PMID:20118936')	removed
479	20110324	-	2011-03-24	II	SPBC1709.16c		CDS	complement(join(1130896..1131078,1131152..1131460,1131516..1131823,1131979..1132072))	('PMID:xxxxxxxx',)	added
480	20110324	-	2011-03-24	II	SPBC1711.09c		CDS	complement(join(2150960..2151760,2151809..2151838))	('PMID:18641648', 'PMID:20118936')	removed
481	20110324	-	2011-03-24	II	SPBC1711.09c		CDS	complement(join(2150960..2151760,2151809..2151838))	('PMID:xxxxxxxx',)	added
482	20110324	-	2011-03-24	II	SPBC1711.09c		CDS	complement(join(2150960..2151760,2151809..2151838))	('PMID:18641648', 'PMID:20118936')	removed
483	20110324	-	2011-03-24	II	SPBC1711.09c		CDS	complement(join(2150960..2151760,2151809..2151838))	('PMID:xxxxxxxx',)	added
484	20110324	-	2011-03-24	II	SPBC1734.03		CDS	1064200..1066401	('PMID:18641648', 'PMID:20118936')	removed
485	20110324	-	2011-03-24	II	SPBC1734.03		CDS	1064200..1066401	('PMID:xxxxxxxx',)	added
486	20110324	-	2011-03-24	II	SPBC1734.03		CDS	1064200..1066401	('PMID:18641648', 'PMID:20118936')	removed
487	20110324	-	2011-03-24	II	SPBC1734.03		CDS	1064200..1066401	('PMID:xxxxxxxx',)	added
488	20110324	-	2011-03-24	II	SPBC1778.10c	ppk21	CDS	complement(join(3114461..3115394,3115445..3115615,3115679..3115788,3115843..3116079,3116183..3116386))	('PMID:18641648', 'PMID:20118936')	removed
489	20110324	-	2011-03-24	II	SPBC1778.10c	ppk21	CDS	complement(join(3114461..3115394,3115445..3115615,3115679..3115788,3115843..3116079,3116183..3116386))	('PMID:xxxxxxxx',)	added
490	20110324	-	2011-03-24	II	SPBC1778.10c	ppk21	CDS	complement(join(3114461..3115394,3115445..3115615,3115679..3115788,3115843..3116079,3116183..3116386))	('PMID:18641648', 'PMID:20118936')	removed
491	20110324	-	2011-03-24	II	SPBC1778.10c	ppk21	CDS	complement(join(3114461..3115394,3115445..3115615,3115679..3115788,3115843..3116079,3116183..3116386))	('PMID:xxxxxxxx',)	added
492	20110324	-	2011-03-24	II	SPBC17A3.03c		CDS	complement(join(1404360..1404567,1404619..1404695,1404757..1404842,1404974..1405466))	('PMID:18641648', 'PMID:20118936')	removed
493	20110324	-	2011-03-24	II	SPBC17A3.03c		CDS	complement(join(1404360..1404567,1404619..1404695,1404757..1404842,1404974..1405466))	('PMID:xxxxxxxx',)	added
494	20110324	-	2011-03-24	II	SPBC17A3.03c		CDS	complement(join(1404360..1404567,1404619..1404695,1404757..1404842,1404974..1405466))	('PMID:18641648', 'PMID:20118936')	removed
495	20110324	-	2011-03-24	II	SPBC17A3.03c		CDS	complement(join(1404360..1404567,1404619..1404695,1404757..1404842,1404974..1405466))	('PMID:xxxxxxxx',)	added
496	20110324	-	2011-03-24	II	SPBC17D1.07c		CDS	complement(join(3340725..3340899,3340986..3341441,3341488..3341950,3341992..3342226,3342272..3342470,3342510..3343408,3343452..3343659,3343704..3343918))	('PMID:18641648', 'PMID:20118936')	removed
497	20110324	-	2011-03-24	II	SPBC17D1.07c		CDS	complement(join(3340725..3340899,3340986..3341441,3341488..3341950,3341992..3342226,3342272..3342470,3342510..3343408,3343452..3343659,3343704..3343918))	('PMID:xxxxxxxx',)	added
498	20110324	-	2011-03-24	II	SPBC17D1.07c		CDS	complement(join(3340725..3340899,3340986..3341441,3341488..3341950,3341992..3342226,3342272..3342470,3342510..3343408,3343452..3343659,3343704..3343918))	('PMID:18641648', 'PMID:20118936')	removed
499	20110324	-	2011-03-24	II	SPBC17D1.07c		CDS	complement(join(3340725..3340899,3340986..3341441,3341488..3341950,3341992..3342226,3342272..3342470,3342510..3343408,3343452..3343659,3343704..3343918))	('PMID:xxxxxxxx',)	added
500	20110324	-	2011-03-24	II	SPBC18E5.12c	mas2	CDS	complement(2096528..2098036)	('PMID:18641648', 'PMID:20118936')	removed
501	20110324	-	2011-03-24	II	SPBC18E5.12c	mas2	CDS	complement(2096528..2098036)	('PMID:xxxxxxxx',)	added
502	20110324	-	2011-03-24	II	SPBC18E5.12c	mas2	CDS	complement(2096528..2098036)	('PMID:18641648', 'PMID:20118936')	removed
503	20110324	-	2011-03-24	II	SPBC18E5.12c	mas2	CDS	complement(2096528..2098036)	('PMID:xxxxxxxx',)	added
504	20110324	-	2011-03-24	II	SPBC18H10.09		CDS	join(1786332..1786414,1786478..1787607,1787643..1787917)	('PMID:18641648', 'PMID:20118936')	removed
505	20110324	-	2011-03-24	II	SPBC18H10.09		CDS	join(1786332..1786414,1786478..1787607,1787643..1787917)	('PMID:xxxxxxxx',)	added
506	20110324	-	2011-03-24	II	SPBC18H10.09		CDS	join(1786332..1786414,1786478..1787607,1787643..1787917)	('PMID:18641648', 'PMID:20118936')	removed
507	20110324	-	2011-03-24	II	SPBC18H10.09		CDS	join(1786332..1786414,1786478..1787607,1787643..1787917)	('PMID:xxxxxxxx',)	added
508	20110324	-	2011-03-24	II	SPBC18H10.10c	saf4	CDS	complement(join(1788047..1788436,1788492..1788740,1788786..1789046))	('PMID:18641648', 'PMID:20118936')	removed
509	20110324	-	2011-03-24	II	SPBC18H10.10c	saf4	CDS	complement(join(1788047..1788436,1788492..1788740,1788786..1789046))	('PMID:xxxxxxxx',)	added
510	20110324	-	2011-03-24	II	SPBC18H10.10c	saf4	CDS	complement(join(1788047..1788436,1788492..1788740,1788786..1789046))	('PMID:18641648', 'PMID:20118936')	removed
511	20110324	-	2011-03-24	II	SPBC18H10.10c	saf4	CDS	complement(join(1788047..1788436,1788492..1788740,1788786..1789046))	('PMID:xxxxxxxx',)	added
