systematic_id	chromosome	primary_name	feature_type	category	merged_into	comment_addition	reference_addition	comment_removal	reference_removal
SPNCRNA.3904	I		ncRNA	added					
SPNCRNA.3905	I		ncRNA	added					
SPNCRNA.3906	I		ncRNA	added					
SPNCRNA.3907	I		ncRNA	added					
SPNCRNA.3908	I		ncRNA	added					
SPNCRNA.3909	I		ncRNA	added					
SPNCRNA.391	II		misc_RNA,ncRNA	added_and_changed					
SPNCRNA.3910	I		ncRNA	added					
SPNCRNA.3911	I		ncRNA	added					
SPNCRNA.3912	I		ncRNA	added					
SPNCRNA.3913	I		ncRNA	added					
SPNCRNA.3914	I		ncRNA	added					
SPNCRNA.3915	I		ncRNA	added					
SPNCRNA.3916	I		ncRNA	added					
SPNCRNA.3917	I		ncRNA	added					
SPNCRNA.3918	I		ncRNA	added					
SPNCRNA.3919	I		ncRNA	added					
SPNCRNA.392	II		misc_RNA,ncRNA	added_and_changed					
SPNCRNA.3920	I		ncRNA	added					
SPNCRNA.3921	I		ncRNA	added					
SPNCRNA.3922	I		ncRNA	added					
SPNCRNA.3923	I		ncRNA	added					
SPNCRNA.3924	I		ncRNA	added					
SPNCRNA.3925	I		ncRNA	added					
SPNCRNA.3926	I		ncRNA	added					
SPNCRNA.3927	I		ncRNA	added					
SPNCRNA.3928	I		ncRNA	added					
SPNCRNA.3929	I		ncRNA	added					
SPNCRNA.393	II		misc_RNA,ncRNA	added_and_changed					
SPNCRNA.3930	I		ncRNA	added					
SPNCRNA.3931	I		ncRNA	added					
SPNCRNA.3932	I		ncRNA	added					
SPNCRNA.3933	I		ncRNA	added					
SPNCRNA.3934	I		ncRNA	added					
SPNCRNA.3935	I		ncRNA	added					
SPNCRNA.3936	I		ncRNA	added					
SPNCRNA.3937	I		ncRNA	added					
SPNCRNA.3938	I		ncRNA	added					
SPNCRNA.3939	I		ncRNA	added					
SPNCRNA.394	II		misc_RNA,ncRNA	added_and_changed					
SPNCRNA.3940	I		ncRNA	added					
SPNCRNA.3941	I		ncRNA	added					
SPNCRNA.3942	I		ncRNA	added					
SPNCRNA.3943	I		ncRNA	added					
SPNCRNA.3944	I		ncRNA	added					
SPNCRNA.3945	I		ncRNA	added					
SPNCRNA.3946	I		ncRNA	added					
SPNCRNA.3947	I		ncRNA	added					
SPNCRNA.3948	I		ncRNA	added					
SPNCRNA.3949	I		ncRNA	added					
SPNCRNA.3950	I		ncRNA	added					
SPNCRNA.3951	I		ncRNA	added					
SPNCRNA.3952	I		ncRNA	added					
SPNCRNA.3953	I		ncRNA	added					
SPNCRNA.3954	I		ncRNA	added					
SPNCRNA.3955	I		ncRNA	added					
SPNCRNA.3956	I		ncRNA	added					
SPNCRNA.3957	I		ncRNA	added					
SPNCRNA.3958	I		ncRNA	added					
SPNCRNA.3959	I		ncRNA	added					
SPNCRNA.396	I		misc_RNA,ncRNA	added_and_changed					
SPNCRNA.3960	I		ncRNA	added					
SPNCRNA.3961	I		ncRNA	added					
SPNCRNA.3962	I		ncRNA	added					
SPNCRNA.3963	I		ncRNA	added					
SPNCRNA.3964	I		ncRNA	added					
SPNCRNA.3965	I		ncRNA	added					
SPNCRNA.3966	I		ncRNA	added					
SPNCRNA.3967	I		ncRNA	added					
SPNCRNA.3968	I		ncRNA	added					
SPNCRNA.3969	I		ncRNA	added					
SPNCRNA.397	II		misc_RNA,ncRNA	added_and_changed					
SPNCRNA.3970	I		ncRNA	added					
SPNCRNA.3971	I		ncRNA	added					
SPNCRNA.3972	I		ncRNA	added					
SPNCRNA.3973	I		ncRNA	added					
SPNCRNA.3974	I		ncRNA	added					
SPNCRNA.3975	I		ncRNA	added					
SPNCRNA.3976	I		ncRNA	added					
SPNCRNA.3977	I		ncRNA	added					
SPNCRNA.3978	I		ncRNA	added					
SPNCRNA.3979	I		ncRNA	added					
SPNCRNA.398	II		misc_RNA,ncRNA	added_and_changed					
SPNCRNA.3980	I		ncRNA	added					
SPNCRNA.3981	I		ncRNA	added					
SPNCRNA.3982	I		ncRNA	added					
SPNCRNA.3983	I		ncRNA	added					
SPNCRNA.3984	I		ncRNA	added					
SPNCRNA.3985	I		ncRNA	added					
SPNCRNA.3986	I		ncRNA	added					
SPNCRNA.3987	I		ncRNA	added					
SPNCRNA.3988	I		ncRNA	added					
SPNCRNA.3989	I		ncRNA	added					
SPNCRNA.399	II		misc_RNA,ncRNA	added_and_changed					
SPNCRNA.3990	I		ncRNA	added					
SPNCRNA.3991	I		ncRNA	added					
SPNCRNA.3992	I		ncRNA	added					
SPNCRNA.3993	I		ncRNA	added					
SPNCRNA.3994	I		ncRNA	added					
SPNCRNA.3995	I		ncRNA	added					
SPNCRNA.3996	I		ncRNA	added					
SPNCRNA.3997	I		ncRNA	added					
SPNCRNA.3998	I		ncRNA	added					
SPNCRNA.3999	I		ncRNA	added					
SPNCRNA.40	III	prl40	misc_RNA,ncRNA	added_and_changed					
SPNCRNA.400	II		misc_RNA,ncRNA	added_and_changed					
SPNCRNA.4000	I		ncRNA	added					
SPNCRNA.4001	I		ncRNA	added					
SPNCRNA.4002	I		ncRNA	added					
SPNCRNA.4003	I		ncRNA	added					
SPNCRNA.4004	I		ncRNA	added					
SPNCRNA.4005	I		ncRNA	added					
SPNCRNA.4006	I		ncRNA	added					
SPNCRNA.4007	I		ncRNA	added					
SPNCRNA.4008	I		ncRNA	added					
SPNCRNA.4009	I		ncRNA	added					
SPNCRNA.401	II		misc_RNA,ncRNA	added_and_changed					
SPNCRNA.4010	I		ncRNA	added					
SPNCRNA.4011	I		ncRNA	added					
SPNCRNA.4012	I		ncRNA	added					
SPNCRNA.4013	I		ncRNA	added					
SPNCRNA.4014	I		ncRNA	added					
SPNCRNA.4015	I		ncRNA	added					
SPNCRNA.4016	I		ncRNA	added					
SPNCRNA.4017	I		ncRNA	added					
SPNCRNA.4018	I		ncRNA	added					
SPNCRNA.4019	I		ncRNA	added					
SPNCRNA.402	II		misc_RNA,ncRNA	added_and_changed					
SPNCRNA.4020	I		ncRNA	added					
SPNCRNA.4021	I		ncRNA	added					
SPNCRNA.4022	I		ncRNA	added					
SPNCRNA.4023	I		ncRNA	added					
SPNCRNA.4024	I		ncRNA	added					
SPNCRNA.4025	I		ncRNA	added					
SPNCRNA.4026	I		ncRNA	added					
SPNCRNA.4027	I		ncRNA	added					
SPNCRNA.4028	I		ncRNA	added					
SPNCRNA.4029	I		ncRNA	added					
SPNCRNA.403	II		misc_RNA,ncRNA	added_and_changed					
SPNCRNA.4030	I		ncRNA	added					
SPNCRNA.4031	I		ncRNA	added					
SPNCRNA.4032	I		ncRNA	added					
SPNCRNA.4033	I		ncRNA	added					
SPNCRNA.4034	I		ncRNA	added					
SPNCRNA.4035	I		ncRNA	added					
SPNCRNA.4036	I		ncRNA	added					
SPNCRNA.4037	I		ncRNA	added					
SPNCRNA.4038	I		ncRNA	added					
SPNCRNA.4039	I		ncRNA	added					
SPNCRNA.4040	I		ncRNA	added					
SPNCRNA.4041	I		ncRNA	added					
SPNCRNA.4042	I		ncRNA	added					
SPNCRNA.4043	I		ncRNA	added					
SPNCRNA.4044	I		ncRNA	added					
SPNCRNA.4045	I		ncRNA	added					
SPNCRNA.4046	I		ncRNA	added					
SPNCRNA.4047	I		ncRNA	added					
SPNCRNA.4048	I		ncRNA	added					
SPNCRNA.4049	I		ncRNA	added					
SPNCRNA.405	II		misc_RNA,ncRNA	added_and_changed					
SPNCRNA.4050	I		ncRNA	added					
SPNCRNA.4051	I		ncRNA	added					
SPNCRNA.4052	I		ncRNA	added					
SPNCRNA.4053	I		ncRNA	added					
SPNCRNA.4054	I		ncRNA	added					
SPNCRNA.4055	I		ncRNA	added					
SPNCRNA.4056	I		ncRNA	added					
SPNCRNA.4057	I		ncRNA	added					
SPNCRNA.4058	I		ncRNA	added					
SPNCRNA.4059	I		ncRNA	added					
SPNCRNA.406	II		misc_RNA,ncRNA	added_and_changed					
SPNCRNA.4060	I		ncRNA	added					
SPNCRNA.4061	I		ncRNA	added					
SPNCRNA.4062	I		ncRNA	added					
SPNCRNA.4063	I		ncRNA	added					
SPNCRNA.4064	I		ncRNA	added					
SPNCRNA.4065	I		ncRNA	added					
SPNCRNA.4066	I		ncRNA	added					
SPNCRNA.4067	I		ncRNA	added					
SPNCRNA.4068	I		ncRNA	added					
SPNCRNA.4069	I		ncRNA	added					
SPNCRNA.4070	I		ncRNA	added					
SPNCRNA.4071	I		ncRNA	added					
SPNCRNA.4072	I		ncRNA	added					
SPNCRNA.4073	I		ncRNA	added					
SPNCRNA.4074	I		ncRNA	added					
SPNCRNA.4075	I		ncRNA	added					
SPNCRNA.4076	I		ncRNA	added					
SPNCRNA.4077	I		ncRNA	added					
SPNCRNA.4078	I		ncRNA	added					
SPNCRNA.4079	I		ncRNA	added					
SPNCRNA.408	II		misc_RNA,ncRNA	added_and_changed					
SPNCRNA.4080	I		ncRNA	added					
SPNCRNA.4081	I		ncRNA	added					
SPNCRNA.4082	I		ncRNA	added					
SPNCRNA.4083	I		ncRNA	added					
SPNCRNA.4084	I		ncRNA	added					
SPNCRNA.4085	I		ncRNA	added					
SPNCRNA.4086	I		ncRNA	added					
SPNCRNA.4087	I		ncRNA	added					
SPNCRNA.4088	I		ncRNA	added					
SPNCRNA.4089	I		ncRNA	added					
SPNCRNA.4090	I		ncRNA	added					
SPNCRNA.4091	I		ncRNA	added					
SPNCRNA.4092	I		ncRNA	added					
SPNCRNA.4093	I		ncRNA	added					
SPNCRNA.4094	I		ncRNA	added					
SPNCRNA.4095	I		ncRNA	added					
SPNCRNA.4096	I		ncRNA	added					
SPNCRNA.4097	I		ncRNA	added					
SPNCRNA.4098	I		ncRNA	added					
SPNCRNA.4099	I		ncRNA	added					
SPNCRNA.41	II	prl41	misc_RNA	added_and_merged	SPBC21B10.14				
SPNCRNA.410	II		misc_RNA,ncRNA	added_changed_and_merged	SPNCRNA.1559				
SPNCRNA.4100	I		ncRNA	added					
SPNCRNA.4101	I		ncRNA	added					
SPNCRNA.4102	I		ncRNA	added					
SPNCRNA.4103	I		ncRNA	added					
SPNCRNA.4104	I		ncRNA	added					
SPNCRNA.4105	I		ncRNA	added					
SPNCRNA.4106	I		ncRNA	added					
SPNCRNA.4107	I		ncRNA	added					
SPNCRNA.4108	I		ncRNA	added					
SPNCRNA.4109	I		ncRNA	added					
SPNCRNA.411	II		misc_RNA,ncRNA	added_changed_and_merged	SPNCRNA.1561				
SPNCRNA.4110	I		ncRNA	added					
SPNCRNA.4111	I		ncRNA	added					
SPNCRNA.4112	I		ncRNA	added					
SPNCRNA.4113	I		ncRNA	added					
SPNCRNA.4114	I		ncRNA	added					
SPNCRNA.4115	I		ncRNA	added					
SPNCRNA.4116	I		ncRNA	added					
SPNCRNA.4117	I		ncRNA	added					
SPNCRNA.4118	I		ncRNA	added					
SPNCRNA.4119	I		ncRNA	added					
SPNCRNA.412	II		misc_RNA,ncRNA	added_and_changed					
SPNCRNA.4120	I		ncRNA	added					
SPNCRNA.4121	I		ncRNA	added					
SPNCRNA.4122	I		ncRNA	added					
SPNCRNA.4123	I		ncRNA	added					
SPNCRNA.4124	I		ncRNA	added					
SPNCRNA.4125	I		ncRNA	added					
SPNCRNA.4126	I		ncRNA	added					
SPNCRNA.4127	I		ncRNA	added					
SPNCRNA.4128	I		ncRNA	added					
SPNCRNA.4129	I		ncRNA	added					
SPNCRNA.413	II		misc_RNA,ncRNA	added_and_changed					
SPNCRNA.4130	I		ncRNA	added					
SPNCRNA.4131	I		ncRNA	added					
SPNCRNA.4132	I		ncRNA	added					
SPNCRNA.4133	I		ncRNA	added					
SPNCRNA.4134	I		ncRNA	added					
SPNCRNA.4135	I		ncRNA	added					
SPNCRNA.4136	I		ncRNA	added					
SPNCRNA.4137	I		ncRNA	added					
SPNCRNA.4138	I		ncRNA	added					
SPNCRNA.4139	I		ncRNA	added					
SPNCRNA.414	II		misc_RNA,ncRNA	added_and_changed					
SPNCRNA.4140	I		ncRNA	added					
SPNCRNA.4141	I		ncRNA	added					
SPNCRNA.4142	I		ncRNA	added					
SPNCRNA.4143	I		ncRNA	added					
SPNCRNA.4144	I		ncRNA	added					
SPNCRNA.4145	I		ncRNA	added					
SPNCRNA.4146	I		ncRNA	added					
SPNCRNA.4147	I		ncRNA	added					
SPNCRNA.4148	I		ncRNA	added					
SPNCRNA.4149	I		ncRNA	added					
SPNCRNA.415	II		misc_RNA,ncRNA	added_and_changed					
SPNCRNA.4150	I		ncRNA	added					
SPNCRNA.4151	I		ncRNA	added					
SPNCRNA.4152	I		ncRNA	added					
SPNCRNA.4153	I		ncRNA	added					
SPNCRNA.4154	I		ncRNA	added					
SPNCRNA.4155	I		ncRNA	added					
SPNCRNA.4156	I		ncRNA	added					
SPNCRNA.4157	I		ncRNA	added					
SPNCRNA.4158	I		ncRNA	added					
SPNCRNA.4159	I		ncRNA	added					
SPNCRNA.4160	I		ncRNA	added					
SPNCRNA.4161	I		ncRNA	added					
SPNCRNA.4162	I		ncRNA	added					
SPNCRNA.4163	I		ncRNA	added					
SPNCRNA.4164	I		ncRNA	added					
SPNCRNA.4165	I		ncRNA	added					
SPNCRNA.4166	I		ncRNA	added					
SPNCRNA.4167	I		ncRNA	added					
SPNCRNA.4168	I		ncRNA	added					
SPNCRNA.4169	I		ncRNA	added					
SPNCRNA.417	II		misc_RNA,ncRNA	added_and_changed					
SPNCRNA.4170	I		ncRNA	added					
SPNCRNA.4171	I		ncRNA	added					
SPNCRNA.4172	I		ncRNA	added					
SPNCRNA.4173	I		ncRNA	added					
SPNCRNA.4174	I		ncRNA	added					
SPNCRNA.4175	I		ncRNA	added					
SPNCRNA.4176	I		ncRNA	added					
SPNCRNA.4177	I		ncRNA	added					
SPNCRNA.4178	I		ncRNA	added					
SPNCRNA.4179	I		ncRNA	added					
SPNCRNA.418	II		misc_RNA	added_and_merged	SPBC25H2.18				
SPNCRNA.4180	I		ncRNA	added					
SPNCRNA.4181	I		ncRNA	added					
SPNCRNA.4182	I		ncRNA	added					
SPNCRNA.4183	I		ncRNA	added					
SPNCRNA.4184	I		ncRNA	added					
SPNCRNA.4185	I		ncRNA	added					
SPNCRNA.4186	I		ncRNA	added					
SPNCRNA.4187	I		ncRNA	added					
SPNCRNA.4188	I		ncRNA	added					
SPNCRNA.4189	I		ncRNA	added					
SPNCRNA.419	II		misc_RNA,ncRNA	added_and_changed					
SPNCRNA.4190	I		ncRNA	added					
SPNCRNA.4191	I		ncRNA	added					
SPNCRNA.4192	I		ncRNA	added					
SPNCRNA.4193	I		ncRNA	added					
SPNCRNA.4194	I		ncRNA	added					
SPNCRNA.4195	I		ncRNA	added					
SPNCRNA.4196	I		ncRNA	added					
SPNCRNA.4197	I		ncRNA	added					
SPNCRNA.4198	I		ncRNA	added					
SPNCRNA.4199	I		ncRNA	added					
SPNCRNA.42	II	prl42	misc_RNA,ncRNA	added_and_changed					
SPNCRNA.4200	I		ncRNA	added					
SPNCRNA.4201	I		ncRNA	added					
SPNCRNA.4202	I		ncRNA	added					
SPNCRNA.4203	I		ncRNA	added					
SPNCRNA.4204	I		ncRNA	added					
SPNCRNA.4205	I		ncRNA	added					
SPNCRNA.4206	I		ncRNA	added					
SPNCRNA.4207	I		ncRNA	added					
SPNCRNA.4208	I		ncRNA	added					
SPNCRNA.4209	I		ncRNA	added					
SPNCRNA.421	II		misc_RNA,ncRNA	added_and_changed					
SPNCRNA.4210	I		ncRNA	added					
SPNCRNA.4211	I		ncRNA	added					
SPNCRNA.4212	I		ncRNA	added					
SPNCRNA.4213	I		ncRNA	added					
SPNCRNA.4214	I		ncRNA	added					
SPNCRNA.4215	I		ncRNA	added					
SPNCRNA.4216	I		ncRNA	added					
SPNCRNA.4217	I		ncRNA	added					
SPNCRNA.4218	I		ncRNA	added					
SPNCRNA.4219	I		ncRNA	added					
SPNCRNA.422	II		misc_RNA	added_and_merged	SPBC1105.14				
SPNCRNA.4220	I		ncRNA	added					
SPNCRNA.4221	I		ncRNA	added					
SPNCRNA.4222	I		ncRNA	added					
SPNCRNA.4223	I		ncRNA	added					
SPNCRNA.4224	I		ncRNA	added					
SPNCRNA.4225	I		ncRNA	added					
SPNCRNA.4226	I		ncRNA	added					
SPNCRNA.4227	I		ncRNA	added					
SPNCRNA.4228	I		ncRNA	added					
SPNCRNA.4229	I		ncRNA	added					
SPNCRNA.423	II		misc_RNA,ncRNA	added_and_changed					
SPNCRNA.4230	I		ncRNA	added					
SPNCRNA.4231	I		ncRNA	added					
SPNCRNA.4232	I		ncRNA	added					
SPNCRNA.4233	I		ncRNA	added					
SPNCRNA.4234	I		ncRNA	added					
SPNCRNA.4235	I		ncRNA	added					
SPNCRNA.4236	I		ncRNA	added					
SPNCRNA.4237	I		ncRNA	added					
SPNCRNA.4238	I		ncRNA	added					
SPNCRNA.4239	I		ncRNA	added					
SPNCRNA.424	II		misc_RNA,ncRNA	added_and_changed					
SPNCRNA.4240	I		ncRNA	added					
SPNCRNA.4241	I		ncRNA	added					
SPNCRNA.4242	I		ncRNA	added					
SPNCRNA.4243	I		ncRNA	added					
SPNCRNA.4244	I		ncRNA	added					
SPNCRNA.4245	I		ncRNA	added					
SPNCRNA.4246	I		ncRNA	added					
SPNCRNA.4247	I		ncRNA	added					
SPNCRNA.4248	I		ncRNA	added					
SPNCRNA.4249	I		ncRNA	added					
SPNCRNA.425	II		misc_RNA,ncRNA	added_and_changed					
SPNCRNA.4250	I		ncRNA	added					
SPNCRNA.4251	I		ncRNA	added					
SPNCRNA.4252	I		ncRNA	added					
SPNCRNA.4253	I		ncRNA	added					
SPNCRNA.4254	I		ncRNA	added					
SPNCRNA.4255	I		ncRNA	added					
SPNCRNA.4256	I		ncRNA	added					
SPNCRNA.4257	I		ncRNA	added					
SPNCRNA.4258	I		ncRNA	added					
SPNCRNA.4259	I		ncRNA	added					
SPNCRNA.426	II		misc_RNA,ncRNA	added_and_changed					
SPNCRNA.4260	I		ncRNA	added					
SPNCRNA.4261	I		ncRNA	added					
SPNCRNA.4262	I		ncRNA	added					
SPNCRNA.4263	I		ncRNA	added					
SPNCRNA.4264	I		ncRNA	added					
SPNCRNA.4265	I		ncRNA	added					
SPNCRNA.4266	I		ncRNA	added					
SPNCRNA.4267	I		ncRNA	added					
SPNCRNA.4268	I		ncRNA	added					
SPNCRNA.4269	I		ncRNA	added					
SPNCRNA.427	II		misc_RNA,ncRNA	added_and_changed					
SPNCRNA.4270	I		ncRNA	added					
SPNCRNA.4271	I		ncRNA	added					
SPNCRNA.4272	I		ncRNA	added					
SPNCRNA.4273	I		ncRNA	added					
SPNCRNA.4274	I		ncRNA	added					
SPNCRNA.4275	I		ncRNA	added					
SPNCRNA.4276	I		ncRNA	added					
SPNCRNA.4277	I		ncRNA	added					
SPNCRNA.4278	I		ncRNA	added					
SPNCRNA.4279	I		ncRNA	added					
SPNCRNA.428	II		misc_RNA,ncRNA	added_and_changed					
SPNCRNA.4280	I		ncRNA	added					
SPNCRNA.4281	I		ncRNA	added					
SPNCRNA.4282	I		ncRNA	added					
SPNCRNA.4283	I		ncRNA	added					
SPNCRNA.4284	I		ncRNA	added					
SPNCRNA.4285	I		ncRNA	added					
SPNCRNA.4286	I		ncRNA	added					
SPNCRNA.4287	I		ncRNA	added					
SPNCRNA.4288	I		ncRNA	added					
SPNCRNA.4289	I		ncRNA	added					
SPNCRNA.4290	I		ncRNA	added					
SPNCRNA.4291	I		ncRNA	added					
SPNCRNA.4292	I		ncRNA	added					
SPNCRNA.4293	I		ncRNA	added					
SPNCRNA.4294	I		ncRNA	added					
SPNCRNA.4295	I		ncRNA	added					
SPNCRNA.4296	I		ncRNA	added					
SPNCRNA.4297	I		ncRNA	added					
SPNCRNA.4298	I		ncRNA	added					
SPNCRNA.4299	I		ncRNA	added					
SPNCRNA.43	I	prl43	misc_RNA,ncRNA	added_and_changed					
SPNCRNA.430	II		mRNA,misc_RNA	added_changed_and_merged	SPBC1604.25				
SPNCRNA.4300	I		ncRNA	added					
SPNCRNA.4301	I		ncRNA	added					
SPNCRNA.4302	I		ncRNA	added					
SPNCRNA.4303	I		ncRNA	added					
SPNCRNA.4304	I		ncRNA	added					
SPNCRNA.4305	I		ncRNA	added					
SPNCRNA.4306	I		ncRNA	added					
SPNCRNA.4307	I		ncRNA	added					
SPNCRNA.4308	I		ncRNA	added					
SPNCRNA.4309	I		ncRNA	added					
SPNCRNA.431	II		misc_RNA,ncRNA	added_and_changed					
SPNCRNA.4310	I		ncRNA	added					
SPNCRNA.4311	I		ncRNA	added					
SPNCRNA.4312	I		ncRNA	added					
SPNCRNA.4313	I		ncRNA	added					
SPNCRNA.4314	I		ncRNA	added					
SPNCRNA.4315	I		ncRNA	added					
SPNCRNA.4316	I		ncRNA	added					
SPNCRNA.4317	I		ncRNA	added					
SPNCRNA.4318	I		ncRNA	added					
SPNCRNA.4319	I		ncRNA	added					
SPNCRNA.432	I		misc_RNA,ncRNA	added_and_changed					
SPNCRNA.4320	I		ncRNA	added					
SPNCRNA.4321	I		ncRNA	added					
SPNCRNA.4322	I		ncRNA	added					
SPNCRNA.4323	I		ncRNA	added					
SPNCRNA.4324	I		ncRNA	added					
SPNCRNA.4325	I		ncRNA	added					
SPNCRNA.4326	I		ncRNA	added					
SPNCRNA.4327	I		ncRNA	added					
SPNCRNA.4328	I		ncRNA	added					
SPNCRNA.4329	I		ncRNA	added					
SPNCRNA.4330	I		ncRNA	added					
SPNCRNA.4331	I		ncRNA	added					
SPNCRNA.4332	I		ncRNA	added					
SPNCRNA.4333	I		ncRNA	added					
SPNCRNA.4334	I		ncRNA	added					
SPNCRNA.4335	I		ncRNA	added					
SPNCRNA.4336	I		ncRNA	added					
SPNCRNA.4337	I		ncRNA	added					
SPNCRNA.4338	I		ncRNA	added					
SPNCRNA.4339	I		ncRNA	added					
SPNCRNA.4340	I		ncRNA	added					
SPNCRNA.4341	I		ncRNA	added					
SPNCRNA.4342	I		ncRNA	added					
SPNCRNA.4343	I		ncRNA	added					
SPNCRNA.4344	I		ncRNA	added					
SPNCRNA.4345	I		ncRNA	added					
SPNCRNA.4346	I		ncRNA	added					
SPNCRNA.4347	I		ncRNA	added					
SPNCRNA.4348	I		ncRNA	added					
SPNCRNA.4349	I		ncRNA	added					
SPNCRNA.435	II		misc_RNA,ncRNA	added_and_changed					
SPNCRNA.4350	I		ncRNA	added					
SPNCRNA.4351	I		ncRNA	added					
SPNCRNA.4352	I		ncRNA	added					
SPNCRNA.4353	I		ncRNA	added					
SPNCRNA.4354	I		ncRNA	added					
SPNCRNA.4355	I		ncRNA	added					
SPNCRNA.4356	I		ncRNA	added					
SPNCRNA.4357	I		ncRNA	added					
SPNCRNA.4358	I		ncRNA	added					
SPNCRNA.4359	I		ncRNA	added					
SPNCRNA.436	II		misc_RNA,ncRNA	added_and_changed					
SPNCRNA.4360	I		ncRNA	added					
SPNCRNA.4361	I		ncRNA	added					
SPNCRNA.4362	I		ncRNA	added					
SPNCRNA.4363	I		ncRNA	added					
SPNCRNA.4364	I		ncRNA	added					
SPNCRNA.4365	I		ncRNA	added					
SPNCRNA.4366	I		ncRNA	added					
SPNCRNA.4367	I		ncRNA	added					
SPNCRNA.4368	I		ncRNA	added					
SPNCRNA.4369	I		ncRNA	added					
SPNCRNA.437	II		misc_RNA,ncRNA	added_and_changed					
SPNCRNA.4370	I		ncRNA	added					
SPNCRNA.4371	I		ncRNA	added					
SPNCRNA.4372	I		ncRNA	added					
SPNCRNA.4373	I		ncRNA	added					
SPNCRNA.4374	I		ncRNA	added					
SPNCRNA.4375	I		ncRNA	added					
SPNCRNA.4376	I		ncRNA	added					
SPNCRNA.4377	I		ncRNA	added					
SPNCRNA.4378	I		ncRNA	added					
SPNCRNA.4379	I		ncRNA	added					
SPNCRNA.438	II		misc_RNA,ncRNA	added_and_changed					
SPNCRNA.4380	I		ncRNA	added					
SPNCRNA.4381	I		ncRNA	added					
SPNCRNA.4382	I		ncRNA	added					
SPNCRNA.4383	I		ncRNA	added					
SPNCRNA.4384	I		ncRNA	added					
SPNCRNA.4385	I		ncRNA	added					
SPNCRNA.4386	I		ncRNA	added					
SPNCRNA.4387	I		ncRNA	added					
SPNCRNA.4388	I		ncRNA	added					
SPNCRNA.4389	I		ncRNA	added					
SPNCRNA.439	II		misc_RNA,ncRNA	added_and_changed					
SPNCRNA.4390	I		ncRNA	added					
SPNCRNA.4391	I		ncRNA	added					
SPNCRNA.4392	I		ncRNA	added					
SPNCRNA.4393	I		ncRNA	added					
SPNCRNA.4394	I		ncRNA	added					
SPNCRNA.4395	I		ncRNA	added					
SPNCRNA.4396	I		ncRNA	added					
SPNCRNA.4397	I		ncRNA	added					
SPNCRNA.4398	I		ncRNA	added					
SPNCRNA.4399	I		ncRNA	added					
SPNCRNA.44	III	prl44	misc_RNA	added_and_merged	SPCPB16A4.07				
SPNCRNA.440	II		misc_RNA,ncRNA	added_and_changed					
SPNCRNA.4400	I		ncRNA	added					
SPNCRNA.4401	I		ncRNA	added					
SPNCRNA.4402	I		ncRNA	added					
SPNCRNA.4403	I		ncRNA	added					
SPNCRNA.4404	I		ncRNA	added					
SPNCRNA.4405	I		ncRNA	added					
SPNCRNA.4406	I		ncRNA	added					
SPNCRNA.4407	I		ncRNA	added					
SPNCRNA.4408	I		ncRNA	added					
SPNCRNA.4409	I		ncRNA	added					
SPNCRNA.441	II		misc_RNA,ncRNA	added_and_changed					
SPNCRNA.4410	I		ncRNA	added					
SPNCRNA.4411	I		ncRNA	added					
SPNCRNA.4412	I		ncRNA	added					
SPNCRNA.4413	I		ncRNA	added					
SPNCRNA.4414	I		ncRNA	added					
SPNCRNA.4415	I		ncRNA	added					
SPNCRNA.4416	I		ncRNA	added					
SPNCRNA.4417	I		ncRNA	added					
SPNCRNA.4418	I		ncRNA	added					
SPNCRNA.4419	I		ncRNA	added					
SPNCRNA.442	II		misc_RNA,ncRNA	added_and_changed					
SPNCRNA.4420	I		ncRNA	added					
SPNCRNA.4421	I		ncRNA	added					
SPNCRNA.4422	I		ncRNA	added					
SPNCRNA.4423	I		ncRNA	added					
SPNCRNA.4424	I		ncRNA	added					
SPNCRNA.4425	I		ncRNA	added					
SPNCRNA.4426	I		ncRNA	added					
SPNCRNA.4427	I		ncRNA	added					
SPNCRNA.4428	I		ncRNA	added					
SPNCRNA.4429	I		ncRNA	added					
SPNCRNA.443	II		misc_RNA,ncRNA	added_and_changed					
SPNCRNA.4430	I		ncRNA	added					
SPNCRNA.4431	I		ncRNA	added					
SPNCRNA.4432	I		ncRNA	added					
SPNCRNA.4433	I		ncRNA	added					
SPNCRNA.4434	I		ncRNA	added					
SPNCRNA.4435	I		ncRNA	added					
SPNCRNA.4436	I		ncRNA	added					
SPNCRNA.4437	I		ncRNA	added					
SPNCRNA.4438	I		ncRNA	added					
SPNCRNA.4439	I		ncRNA	added					
SPNCRNA.444	II		misc_RNA,ncRNA	added_and_changed					
SPNCRNA.4440	I		ncRNA	added					
SPNCRNA.4441	I		ncRNA	added					
SPNCRNA.4442	I		ncRNA	added					
SPNCRNA.4443	I		ncRNA	added					
SPNCRNA.4444	I		ncRNA	added					
SPNCRNA.4445	I		ncRNA	added					
SPNCRNA.4446	I		ncRNA	added					
SPNCRNA.4447	I		ncRNA	added					
SPNCRNA.4448	I		ncRNA	added					
SPNCRNA.4449	I		ncRNA	added					
SPNCRNA.445	II		misc_RNA,ncRNA,snoRNA	added_and_changed					
SPNCRNA.4450	I		ncRNA	added					
SPNCRNA.4451	I		ncRNA	added					
SPNCRNA.4452	I		ncRNA	added					
SPNCRNA.4453	I		ncRNA	added					
SPNCRNA.4454	I		ncRNA	added					
SPNCRNA.4455	I		ncRNA	added					
SPNCRNA.4456	I		ncRNA	added					
