systematic_id	chromosome	primary_name	category	merged_into
SPNCRNA.3837	I		added	
SPNCRNA.3838	I		added	
SPNCRNA.3839	I		added	
SPNCRNA.384	II		added_and_changed	
SPNCRNA.3840	I		added	
SPNCRNA.3841	I		added	
SPNCRNA.3842	I		added	
SPNCRNA.3843	I		added	
SPNCRNA.3844	I		added	
SPNCRNA.3845	I		added	
SPNCRNA.3846	I		added	
SPNCRNA.3847	I		added	
SPNCRNA.3848	I		added	
SPNCRNA.3849	I		added	
SPNCRNA.385	II		added_and_changed	
SPNCRNA.3850	I		added	
SPNCRNA.3851	I		added	
SPNCRNA.3852	I		added	
SPNCRNA.3853	I		added	
SPNCRNA.3854	I		added	
SPNCRNA.3855	I		added	
SPNCRNA.3856	I		added	
SPNCRNA.3857	I		added	
SPNCRNA.3858	I		added	
SPNCRNA.3859	I		added	
SPNCRNA.386	II		added_and_changed	
SPNCRNA.3860	I		added	
SPNCRNA.3861	I		added	
SPNCRNA.3862	I		added	
SPNCRNA.3863	I		added	
SPNCRNA.3864	I		added	
SPNCRNA.3865	I		added	
SPNCRNA.3866	I		added	
SPNCRNA.3867	I		added	
SPNCRNA.3868	I		added	
SPNCRNA.3869	I		added	
SPNCRNA.387	II		added_and_changed	
SPNCRNA.3870	I		added	
SPNCRNA.3871	I		added	
SPNCRNA.3872	I		added	
SPNCRNA.3873	I		added	
SPNCRNA.3874	I		added	
SPNCRNA.3875	I		added	
SPNCRNA.3876	I		added	
SPNCRNA.3877	I		added	
SPNCRNA.3878	I		added	
SPNCRNA.3879	I		added	
SPNCRNA.388	II		added_and_changed	
SPNCRNA.3880	I		added	
SPNCRNA.3881	I		added	
SPNCRNA.3882	I		added	
SPNCRNA.3883	I		added	
SPNCRNA.3884	I		added	
SPNCRNA.3885	I		added	
SPNCRNA.3886	I		added	
SPNCRNA.3887	I		added	
SPNCRNA.3888	I		added	
SPNCRNA.3889	I		added	
SPNCRNA.389	II		added_and_changed	
SPNCRNA.3890	I		added	
SPNCRNA.3891	I		added	
SPNCRNA.3892	I		added	
SPNCRNA.3893	I		added	
SPNCRNA.3894	I		added	
SPNCRNA.3895	I		added	
SPNCRNA.3896	I		added	
SPNCRNA.3897	I		added	
SPNCRNA.3898	I		added	
SPNCRNA.3899	I		added	
SPNCRNA.39	II	prl39	added_and_changed	
SPNCRNA.390	II		added_and_changed	
SPNCRNA.3900	I		added	
SPNCRNA.3901	I		added	
SPNCRNA.3902	I		added	
SPNCRNA.3903	I		added	
SPNCRNA.3904	I		added	
SPNCRNA.3905	I		added	
SPNCRNA.3906	I		added	
SPNCRNA.3907	I		added	
SPNCRNA.3908	I		added	
SPNCRNA.3909	I		added	
SPNCRNA.391	II		added_and_changed	
SPNCRNA.3910	I		added	
SPNCRNA.3911	I		added	
SPNCRNA.3912	I		added	
SPNCRNA.3913	I		added	
SPNCRNA.3914	I		added	
SPNCRNA.3915	I		added	
SPNCRNA.3916	I		added	
SPNCRNA.3917	I		added	
SPNCRNA.3918	I		added	
SPNCRNA.3919	I		added	
SPNCRNA.392	II		added_and_changed	
SPNCRNA.3920	I		added	
SPNCRNA.3921	I		added	
SPNCRNA.3922	I		added	
SPNCRNA.3923	I		added	
SPNCRNA.3924	I		added	
SPNCRNA.3925	I		added	
SPNCRNA.3926	I		added	
SPNCRNA.3927	I		added	
SPNCRNA.3928	I		added	
SPNCRNA.3929	I		added	
SPNCRNA.393	II		added_and_changed	
SPNCRNA.3930	I		added	
SPNCRNA.3931	I		added	
SPNCRNA.3932	I		added	
SPNCRNA.3933	I		added	
SPNCRNA.3934	I		added	
SPNCRNA.3935	I		added	
SPNCRNA.3936	I		added	
SPNCRNA.3937	I		added	
SPNCRNA.3938	I		added	
SPNCRNA.3939	I		added	
SPNCRNA.394	II		added_and_changed	
SPNCRNA.3940	I		added	
SPNCRNA.3941	I		added	
SPNCRNA.3942	I		added	
SPNCRNA.3943	I		added	
SPNCRNA.3944	I		added	
SPNCRNA.3945	I		added	
SPNCRNA.3946	I		added	
SPNCRNA.3947	I		added	
SPNCRNA.3948	I		added	
SPNCRNA.3949	I		added	
SPNCRNA.3950	I		added	
SPNCRNA.3951	I		added	
SPNCRNA.3952	I		added	
SPNCRNA.3953	I		added	
SPNCRNA.3954	I		added	
SPNCRNA.3955	I		added	
SPNCRNA.3956	I		added	
SPNCRNA.3957	I		added	
SPNCRNA.3958	I		added	
SPNCRNA.3959	I		added	
SPNCRNA.396	I		added_and_changed	
SPNCRNA.3960	I		added	
SPNCRNA.3961	I		added	
SPNCRNA.3962	I		added	
SPNCRNA.3963	I		added	
SPNCRNA.3964	I		added	
SPNCRNA.3965	I		added	
SPNCRNA.3966	I		added	
SPNCRNA.3967	I		added	
SPNCRNA.3968	I		added	
SPNCRNA.3969	I		added	
SPNCRNA.397	II		added_and_changed	
SPNCRNA.3970	I		added	
SPNCRNA.3971	I		added	
SPNCRNA.3972	I		added	
SPNCRNA.3973	I		added	
SPNCRNA.3974	I		added	
SPNCRNA.3975	I		added	
SPNCRNA.3976	I		added	
SPNCRNA.3977	I		added	
SPNCRNA.3978	I		added	
SPNCRNA.3979	I		added	
SPNCRNA.398	II		added_and_changed	
SPNCRNA.3980	I		added	
SPNCRNA.3981	I		added	
SPNCRNA.3982	I		added	
SPNCRNA.3983	I		added	
SPNCRNA.3984	I		added	
SPNCRNA.3985	I		added	
SPNCRNA.3986	I		added	
SPNCRNA.3987	I		added	
SPNCRNA.3988	I		added	
SPNCRNA.3989	I		added	
SPNCRNA.399	II		added_and_changed	
SPNCRNA.3990	I		added	
SPNCRNA.3991	I		added	
SPNCRNA.3992	I		added	
SPNCRNA.3993	I		added	
SPNCRNA.3994	I		added	
SPNCRNA.3995	I		added	
SPNCRNA.3996	I		added	
SPNCRNA.3997	I		added	
SPNCRNA.3998	I		added	
SPNCRNA.3999	I		added	
SPNCRNA.40	III	prl40	added_and_changed	
SPNCRNA.400	II		added_and_changed	
SPNCRNA.4000	I		added	
SPNCRNA.4001	I		added	
SPNCRNA.4002	I		added	
SPNCRNA.4003	I		added	
SPNCRNA.4004	I		added	
SPNCRNA.4005	I		added	
SPNCRNA.4006	I		added	
SPNCRNA.4007	I		added	
SPNCRNA.4008	I		added	
SPNCRNA.4009	I		added	
SPNCRNA.401	II		added_and_changed	
SPNCRNA.4010	I		added	
SPNCRNA.4011	I		added	
SPNCRNA.4012	I		added	
SPNCRNA.4013	I		added	
SPNCRNA.4014	I		added	
SPNCRNA.4015	I		added	
SPNCRNA.4016	I		added	
SPNCRNA.4017	I		added	
SPNCRNA.4018	I		added	
SPNCRNA.4019	I		added	
SPNCRNA.402	II		added_and_changed	
SPNCRNA.4020	I		added	
SPNCRNA.4021	I		added	
SPNCRNA.4022	I		added	
SPNCRNA.4023	I		added	
SPNCRNA.4024	I		added	
SPNCRNA.4025	I		added	
SPNCRNA.4026	I		added	
SPNCRNA.4027	I		added	
SPNCRNA.4028	I		added	
SPNCRNA.4029	I		added	
SPNCRNA.403	II		added_and_changed	
SPNCRNA.4030	I		added	
SPNCRNA.4031	I		added	
SPNCRNA.4032	I		added	
SPNCRNA.4033	I		added	
SPNCRNA.4034	I		added	
SPNCRNA.4035	I		added	
SPNCRNA.4036	I		added	
SPNCRNA.4037	I		added	
SPNCRNA.4038	I		added	
SPNCRNA.4039	I		added	
SPNCRNA.4040	I		added	
SPNCRNA.4041	I		added	
SPNCRNA.4042	I		added	
SPNCRNA.4043	I		added	
SPNCRNA.4044	I		added	
SPNCRNA.4045	I		added	
SPNCRNA.4046	I		added	
SPNCRNA.4047	I		added	
SPNCRNA.4048	I		added	
SPNCRNA.4049	I		added	
SPNCRNA.405	II		added_and_changed	
SPNCRNA.4050	I		added	
SPNCRNA.4051	I		added	
SPNCRNA.4052	I		added	
SPNCRNA.4053	I		added	
SPNCRNA.4054	I		added	
SPNCRNA.4055	I		added	
SPNCRNA.4056	I		added	
SPNCRNA.4057	I		added	
SPNCRNA.4058	I		added	
SPNCRNA.4059	I		added	
SPNCRNA.406	II		added_and_changed	
SPNCRNA.4060	I		added	
SPNCRNA.4061	I		added	
SPNCRNA.4062	I		added	
SPNCRNA.4063	I		added	
SPNCRNA.4064	I		added	
SPNCRNA.4065	I		added	
SPNCRNA.4066	I		added	
SPNCRNA.4067	I		added	
SPNCRNA.4068	I		added	
SPNCRNA.4069	I		added	
SPNCRNA.4070	I		added	
SPNCRNA.4071	I		added	
SPNCRNA.4072	I		added	
SPNCRNA.4073	I		added	
SPNCRNA.4074	I		added	
SPNCRNA.4075	I		added	
SPNCRNA.4076	I		added	
SPNCRNA.4077	I		added	
SPNCRNA.4078	I		added	
SPNCRNA.4079	I		added	
SPNCRNA.408	II		added_and_changed	
SPNCRNA.4080	I		added	
SPNCRNA.4081	I		added	
SPNCRNA.4082	I		added	
SPNCRNA.4083	I		added	
SPNCRNA.4084	I		added	
SPNCRNA.4085	I		added	
SPNCRNA.4086	I		added	
SPNCRNA.4087	I		added	
SPNCRNA.4088	I		added	
SPNCRNA.4089	I		added	
SPNCRNA.4090	I		added	
SPNCRNA.4091	I		added	
SPNCRNA.4092	I		added	
SPNCRNA.4093	I		added	
SPNCRNA.4094	I		added	
SPNCRNA.4095	I		added	
SPNCRNA.4096	I		added	
SPNCRNA.4097	I		added	
SPNCRNA.4098	I		added	
SPNCRNA.4099	I		added	
SPNCRNA.41	II	prl41	added_and_removed	
SPNCRNA.410	II		added_changed_and_merged	SPNCRNA.1559
SPNCRNA.4100	I		added	
SPNCRNA.4101	I		added	
SPNCRNA.4102	I		added	
SPNCRNA.4103	I		added	
SPNCRNA.4104	I		added	
SPNCRNA.4105	I		added	
SPNCRNA.4106	I		added	
SPNCRNA.4107	I		added	
SPNCRNA.4108	I		added	
SPNCRNA.4109	I		added	
SPNCRNA.411	II		added_changed_and_merged	SPNCRNA.1561
SPNCRNA.4110	I		added	
SPNCRNA.4111	I		added	
SPNCRNA.4112	I		added	
SPNCRNA.4113	I		added	
SPNCRNA.4114	I		added	
SPNCRNA.4115	I		added	
SPNCRNA.4116	I		added	
SPNCRNA.4117	I		added	
SPNCRNA.4118	I		added	
SPNCRNA.4119	I		added	
SPNCRNA.412	II		added_and_changed	
SPNCRNA.4120	I		added	
SPNCRNA.4121	I		added	
SPNCRNA.4122	I		added	
SPNCRNA.4123	I		added	
SPNCRNA.4124	I		added	
SPNCRNA.4125	I		added	
SPNCRNA.4126	I		added	
SPNCRNA.4127	I		added	
SPNCRNA.4128	I		added	
SPNCRNA.4129	I		added	
SPNCRNA.413	II		added_and_changed	
SPNCRNA.4130	I		added	
SPNCRNA.4131	I		added	
SPNCRNA.4132	I		added	
SPNCRNA.4133	I		added	
SPNCRNA.4134	I		added	
SPNCRNA.4135	I		added	
SPNCRNA.4136	I		added	
SPNCRNA.4137	I		added	
SPNCRNA.4138	I		added	
SPNCRNA.4139	I		added	
SPNCRNA.414	II		added_and_changed	
SPNCRNA.4140	I		added	
SPNCRNA.4141	I		added	
SPNCRNA.4142	I		added	
SPNCRNA.4143	I		added	
SPNCRNA.4144	I		added	
SPNCRNA.4145	I		added	
SPNCRNA.4146	I		added	
SPNCRNA.4147	I		added	
SPNCRNA.4148	I		added	
SPNCRNA.4149	I		added	
SPNCRNA.415	II		added_and_changed	
SPNCRNA.4150	I		added	
SPNCRNA.4151	I		added	
SPNCRNA.4152	I		added	
SPNCRNA.4153	I		added	
SPNCRNA.4154	I		added	
SPNCRNA.4155	I		added	
SPNCRNA.4156	I		added	
SPNCRNA.4157	I		added	
SPNCRNA.4158	I		added	
SPNCRNA.4159	I		added	
SPNCRNA.4160	I		added	
SPNCRNA.4161	I		added	
SPNCRNA.4162	I		added	
SPNCRNA.4163	I		added	
SPNCRNA.4164	I		added	
SPNCRNA.4165	I		added	
SPNCRNA.4166	I		added	
SPNCRNA.4167	I		added	
SPNCRNA.4168	I		added	
SPNCRNA.4169	I		added	
SPNCRNA.417	II		added_and_changed	
SPNCRNA.4170	I		added	
SPNCRNA.4171	I		added	
SPNCRNA.4172	I		added	
SPNCRNA.4173	I		added	
SPNCRNA.4174	I		added	
SPNCRNA.4175	I		added	
SPNCRNA.4176	I		added	
SPNCRNA.4177	I		added	
SPNCRNA.4178	I		added	
SPNCRNA.4179	I		added	
SPNCRNA.418	II		added_and_removed	
SPNCRNA.4180	I		added	
SPNCRNA.4181	I		added	
SPNCRNA.4182	I		added	
SPNCRNA.4183	I		added	
SPNCRNA.4184	I		added	
SPNCRNA.4185	I		added	
SPNCRNA.4186	I		added	
SPNCRNA.4187	I		added	
SPNCRNA.4188	I		added	
SPNCRNA.4189	I		added	
SPNCRNA.419	II		added_and_changed	
SPNCRNA.4190	I		added	
SPNCRNA.4191	I		added	
SPNCRNA.4192	I		added	
SPNCRNA.4193	I		added	
SPNCRNA.4194	I		added	
SPNCRNA.4195	I		added	
SPNCRNA.4196	I		added	
SPNCRNA.4197	I		added	
SPNCRNA.4198	I		added	
SPNCRNA.4199	I		added	
SPNCRNA.42	II	prl42	added_and_changed	
SPNCRNA.4200	I		added	
SPNCRNA.4201	I		added	
SPNCRNA.4202	I		added	
SPNCRNA.4203	I		added	
SPNCRNA.4204	I		added	
SPNCRNA.4205	I		added	
SPNCRNA.4206	I		added	
SPNCRNA.4207	I		added	
SPNCRNA.4208	I		added	
SPNCRNA.4209	I		added	
SPNCRNA.421	II		added_and_changed	
SPNCRNA.4210	I		added	
SPNCRNA.4211	I		added	
SPNCRNA.4212	I		added	
SPNCRNA.4213	I		added	
SPNCRNA.4214	I		added	
SPNCRNA.4215	I		added	
SPNCRNA.4216	I		added	
SPNCRNA.4217	I		added	
SPNCRNA.4218	I		added	
SPNCRNA.4219	I		added	
SPNCRNA.422	II		added_and_removed	
SPNCRNA.4220	I		added	
SPNCRNA.4221	I		added	
SPNCRNA.4222	I		added	
SPNCRNA.4223	I		added	
SPNCRNA.4224	I		added	
SPNCRNA.4225	I		added	
SPNCRNA.4226	I		added	
SPNCRNA.4227	I		added	
SPNCRNA.4228	I		added	
SPNCRNA.4229	I		added	
SPNCRNA.423	II		added_and_changed	
SPNCRNA.4230	I		added	
SPNCRNA.4231	I		added	
SPNCRNA.4232	I		added	
SPNCRNA.4233	I		added	
SPNCRNA.4234	I		added	
SPNCRNA.4235	I		added	
SPNCRNA.4236	I		added	
SPNCRNA.4237	I		added	
SPNCRNA.4238	I		added	
SPNCRNA.4239	I		added	
SPNCRNA.424	II		added_and_changed	
SPNCRNA.4240	I		added	
SPNCRNA.4241	I		added	
SPNCRNA.4242	I		added	
SPNCRNA.4243	I		added	
SPNCRNA.4244	I		added	
SPNCRNA.4245	I		added	
SPNCRNA.4246	I		added	
SPNCRNA.4247	I		added	
SPNCRNA.4248	I		added	
SPNCRNA.4249	I		added	
SPNCRNA.425	II		added_and_changed	
SPNCRNA.4250	I		added	
SPNCRNA.4251	I		added	
SPNCRNA.4252	I		added	
SPNCRNA.4253	I		added	
SPNCRNA.4254	I		added	
SPNCRNA.4255	I		added	
SPNCRNA.4256	I		added	
SPNCRNA.4257	I		added	
SPNCRNA.4258	I		added	
SPNCRNA.4259	I		added	
SPNCRNA.426	II		added_and_changed	
SPNCRNA.4260	I		added	
SPNCRNA.4261	I		added	
SPNCRNA.4262	I		added	
SPNCRNA.4263	I		added	
SPNCRNA.4264	I		added	
SPNCRNA.4265	I		added	
SPNCRNA.4266	I		added	
SPNCRNA.4267	I		added	
SPNCRNA.4268	I		added	
SPNCRNA.4269	I		added	
SPNCRNA.427	II		added_and_changed	
SPNCRNA.4270	I		added	
SPNCRNA.4271	I		added	
SPNCRNA.4272	I		added	
SPNCRNA.4273	I		added	
SPNCRNA.4274	I		added	
SPNCRNA.4275	I		added	
SPNCRNA.4276	I		added	
SPNCRNA.4277	I		added	
SPNCRNA.4278	I		added	
SPNCRNA.4279	I		added	
SPNCRNA.428	II		added_and_changed	
SPNCRNA.4280	I		added	
SPNCRNA.4281	I		added	
SPNCRNA.4282	I		added	
SPNCRNA.4283	I		added	
SPNCRNA.4284	I		added	
SPNCRNA.4285	I		added	
SPNCRNA.4286	I		added	
SPNCRNA.4287	I		added	
SPNCRNA.4288	I		added	
SPNCRNA.4289	I		added	
SPNCRNA.4290	I		added	
SPNCRNA.4291	I		added	
SPNCRNA.4292	I		added	
SPNCRNA.4293	I		added	
SPNCRNA.4294	I		added	
SPNCRNA.4295	I		added	
SPNCRNA.4296	I		added	
SPNCRNA.4297	I		added	
SPNCRNA.4298	I		added	
SPNCRNA.4299	I		added	
SPNCRNA.43	I	prl43	added_and_changed	
SPNCRNA.430	II		added_changed_and_removed	
SPNCRNA.4300	I		added	
SPNCRNA.4301	I		added	
SPNCRNA.4302	I		added	
SPNCRNA.4303	I		added	
SPNCRNA.4304	I		added	
SPNCRNA.4305	I		added	
SPNCRNA.4306	I		added	
SPNCRNA.4307	I		added	
SPNCRNA.4308	I		added	
SPNCRNA.4309	I		added	
SPNCRNA.431	II		added_and_changed	
SPNCRNA.4310	I		added	
SPNCRNA.4311	I		added	
SPNCRNA.4312	I		added	
SPNCRNA.4313	I		added	
SPNCRNA.4314	I		added	
SPNCRNA.4315	I		added	
SPNCRNA.4316	I		added	
SPNCRNA.4317	I		added	
SPNCRNA.4318	I		added	
SPNCRNA.4319	I		added	
SPNCRNA.432	I		added_and_changed	
SPNCRNA.4320	I		added	
SPNCRNA.4321	I		added	
SPNCRNA.4322	I		added	
SPNCRNA.4323	I		added	
SPNCRNA.4324	I		added	
SPNCRNA.4325	I		added	
SPNCRNA.4326	I		added	
SPNCRNA.4327	I		added	
SPNCRNA.4328	I		added	
SPNCRNA.4329	I		added	
SPNCRNA.4330	I		added	
SPNCRNA.4331	I		added	
SPNCRNA.4332	I		added	
SPNCRNA.4333	I		added	
SPNCRNA.4334	I		added	
SPNCRNA.4335	I		added	
SPNCRNA.4336	I		added	
SPNCRNA.4337	I		added	
SPNCRNA.4338	I		added	
SPNCRNA.4339	I		added	
SPNCRNA.4340	I		added	
SPNCRNA.4341	I		added	
SPNCRNA.4342	I		added	
SPNCRNA.4343	I		added	
SPNCRNA.4344	I		added	
SPNCRNA.4345	I		added	
SPNCRNA.4346	I		added	
SPNCRNA.4347	I		added	
SPNCRNA.4348	I		added	
SPNCRNA.4349	I		added	
SPNCRNA.435	II		added_and_changed	
SPNCRNA.4350	I		added	
SPNCRNA.4351	I		added	
SPNCRNA.4352	I		added	
SPNCRNA.4353	I		added	
SPNCRNA.4354	I		added	
SPNCRNA.4355	I		added	
SPNCRNA.4356	I		added	
SPNCRNA.4357	I		added	
SPNCRNA.4358	I		added	
SPNCRNA.4359	I		added	
SPNCRNA.436	II		added_and_changed	
SPNCRNA.4360	I		added	
SPNCRNA.4361	I		added	
SPNCRNA.4362	I		added	
SPNCRNA.4363	I		added	
SPNCRNA.4364	I		added	
SPNCRNA.4365	I		added	
SPNCRNA.4366	I		added	
SPNCRNA.4367	I		added	
SPNCRNA.4368	I		added	
SPNCRNA.4369	I		added	
SPNCRNA.437	II		added_and_changed	
SPNCRNA.4370	I		added	
SPNCRNA.4371	I		added	
SPNCRNA.4372	I		added	
SPNCRNA.4373	I		added	
SPNCRNA.4374	I		added	
SPNCRNA.4375	I		added	
SPNCRNA.4376	I		added	
SPNCRNA.4377	I		added	
SPNCRNA.4378	I		added	
SPNCRNA.4379	I		added	
SPNCRNA.438	II		added_and_changed	
SPNCRNA.4380	I		added	
SPNCRNA.4381	I		added	
SPNCRNA.4382	I		added	
SPNCRNA.4383	I		added	
SPNCRNA.4384	I		added	
SPNCRNA.4385	I		added	
SPNCRNA.4386	I		added	
SPNCRNA.4387	I		added	
SPNCRNA.4388	I		added	
SPNCRNA.4389	I		added	
SPNCRNA.439	II		added_and_changed	
SPNCRNA.4390	I		added	
SPNCRNA.4391	I		added	
SPNCRNA.4392	I		added	
SPNCRNA.4393	I		added	
SPNCRNA.4394	I		added	
SPNCRNA.4395	I		added	
SPNCRNA.4396	I		added	
SPNCRNA.4397	I		added	
SPNCRNA.4398	I		added	
SPNCRNA.4399	I		added	
SPNCRNA.44	III	prl44	added_and_removed	
SPNCRNA.440	II		added_and_changed	
SPNCRNA.4400	I		added	
SPNCRNA.4401	I		added	
SPNCRNA.4402	I		added	
SPNCRNA.4403	I		added	
SPNCRNA.4404	I		added	
SPNCRNA.4405	I		added	
SPNCRNA.4406	I		added	
SPNCRNA.4407	I		added	
SPNCRNA.4408	I		added	
SPNCRNA.4409	I		added	
SPNCRNA.441	II		added_and_changed	
SPNCRNA.4410	I		added	
SPNCRNA.4411	I		added	
SPNCRNA.4412	I		added	
SPNCRNA.4413	I		added	
SPNCRNA.4414	I		added	
SPNCRNA.4415	I		added	
SPNCRNA.4416	I		added	
SPNCRNA.4417	I		added	
SPNCRNA.4418	I		added	
SPNCRNA.4419	I		added	
SPNCRNA.442	II		added_and_changed	
SPNCRNA.4420	I		added	
SPNCRNA.4421	I		added	
SPNCRNA.4422	I		added	
SPNCRNA.4423	I		added	
SPNCRNA.4424	I		added	
SPNCRNA.4425	I		added	
SPNCRNA.4426	I		added	
SPNCRNA.4427	I		added	
SPNCRNA.4428	I		added	
SPNCRNA.4429	I		added	
SPNCRNA.443	II		added_and_changed	
SPNCRNA.4430	I		added	
SPNCRNA.4431	I		added	
SPNCRNA.4432	I		added	
SPNCRNA.4433	I		added	
SPNCRNA.4434	I		added	
SPNCRNA.4435	I		added	
SPNCRNA.4436	I		added	
SPNCRNA.4437	I		added	
SPNCRNA.4438	I		added	
SPNCRNA.4439	I		added	
SPNCRNA.444	II		added_and_changed	
SPNCRNA.4440	I		added	
SPNCRNA.4441	I		added	
SPNCRNA.4442	I		added	
SPNCRNA.4443	I		added	
SPNCRNA.4444	I		added	
SPNCRNA.4445	I		added	
SPNCRNA.4446	I		added	
SPNCRNA.4447	I		added	
SPNCRNA.4448	I		added	
SPNCRNA.4449	I		added	
SPNCRNA.445	II		added_and_changed	
SPNCRNA.4450	I		added	
SPNCRNA.4451	I		added	
SPNCRNA.4452	I		added	
SPNCRNA.4453	I		added	
SPNCRNA.4454	I		added	
SPNCRNA.4455	I		added	
SPNCRNA.4456	I		added	
SPNCRNA.4457	I		added	
SPNCRNA.4458	I		added	
SPNCRNA.4459	I		added	
SPNCRNA.446	II		added_and_changed	
SPNCRNA.4460	I		added	
SPNCRNA.4461	I		added	
SPNCRNA.4462	I		added	
SPNCRNA.4463	I		added	
SPNCRNA.4464	I		added	
SPNCRNA.4465	I		added	
SPNCRNA.4466	I		added	
SPNCRNA.4467	I		added	
SPNCRNA.4468	I		added	
SPNCRNA.4469	I		added	
SPNCRNA.4470	I		added	
SPNCRNA.4471	I		added	
SPNCRNA.4472	I		added	
SPNCRNA.4473	I		added	
SPNCRNA.4474	I		added	
SPNCRNA.4475	I		added	
SPNCRNA.4476	I		added	
SPNCRNA.4477	I		added	
SPNCRNA.4478	I		added	
SPNCRNA.4479	I		added	
SPNCRNA.448	II		added_and_changed	
SPNCRNA.4480	I		added	
SPNCRNA.4481	I		added	
SPNCRNA.4482	I		added	
SPNCRNA.4483	I		added	
SPNCRNA.4484	I		added	
SPNCRNA.4485	I		added	
SPNCRNA.4486	I		added	
SPNCRNA.4487	I		added	
SPNCRNA.4488	I		added	
SPNCRNA.4489	I		added	
SPNCRNA.449	III		added_and_changed	
SPNCRNA.4490	I		added	
SPNCRNA.4491	I		added	
SPNCRNA.4492	I		added	
SPNCRNA.4493	I		added	
SPNCRNA.4494	I		added	
SPNCRNA.4495	I		added	
SPNCRNA.4496	I		added	
SPNCRNA.4497	I		added	
SPNCRNA.4498	I		added	
SPNCRNA.4499	I		added	
SPNCRNA.45	III	prl45	added_and_changed	
SPNCRNA.450	III		added_and_changed	
SPNCRNA.4500	I		added	
SPNCRNA.4501	I		added	
SPNCRNA.4502	I		added	
SPNCRNA.4503	I		added	
SPNCRNA.4504	I		added	
SPNCRNA.4505	I		added	
SPNCRNA.4506	I		added	
SPNCRNA.4507	I		added	
SPNCRNA.4508	I		added	
SPNCRNA.4509	I		added	
SPNCRNA.451	III		added_and_changed	
SPNCRNA.4510	I		added	
SPNCRNA.4511	I		added	
SPNCRNA.4512	II		added	
SPNCRNA.4513	II		added	
SPNCRNA.4514	II		added	
SPNCRNA.4515	II		added	
SPNCRNA.4516	II		added	
SPNCRNA.4517	II		added	
SPNCRNA.4518	II		added	
SPNCRNA.4519	II		added	
SPNCRNA.452	III		added_and_changed	
SPNCRNA.4520	II		added	
SPNCRNA.4521	II		added	
SPNCRNA.4522	II		added	
SPNCRNA.4523	II		added	
SPNCRNA.4524	II		added	
SPNCRNA.4525	II		added	
SPNCRNA.4526	II		added	
SPNCRNA.4527	II		added	
SPNCRNA.4528	II		added	
SPNCRNA.4529	II		added	
SPNCRNA.453	III		added_and_changed	
SPNCRNA.4530	II		added	
SPNCRNA.4531	II		added	
SPNCRNA.4532	II		added	
SPNCRNA.4533	II		added	
SPNCRNA.4534	II		added	
SPNCRNA.4535	II		added	
SPNCRNA.4536	II		added	
SPNCRNA.4537	II		added	
SPNCRNA.4538	II		added_and_removed	
SPNCRNA.4539	II		added	
SPNCRNA.454	III		added_and_changed	
SPNCRNA.4540	II		added	
SPNCRNA.4541	II		added	
SPNCRNA.4542	II		added	
SPNCRNA.4543	II		added	
SPNCRNA.4544	II		added	
SPNCRNA.4545	II		added	
SPNCRNA.4546	II		added	
SPNCRNA.4547	II		added	
SPNCRNA.4548	II		added	
SPNCRNA.4549	II		added	
SPNCRNA.455	III		added_and_changed	
SPNCRNA.4550	II		added	
SPNCRNA.4551	II		added	
SPNCRNA.4552	II		added	
SPNCRNA.4553	II		added	
SPNCRNA.4554	II		added	
SPNCRNA.4555	II		added	
SPNCRNA.4556	II		added	
SPNCRNA.4557	II		added	
SPNCRNA.4558	II		added	
SPNCRNA.4559	II		added	
SPNCRNA.456	III		added_and_changed	
SPNCRNA.4560	II		added	
SPNCRNA.4561	II		added	
SPNCRNA.4562	II		added	
SPNCRNA.4563	II		added	
SPNCRNA.4564	II		added	
SPNCRNA.4565	II		added	
SPNCRNA.4566	II		added	
SPNCRNA.4567	II		added	
SPNCRNA.4568	II		added	
SPNCRNA.4569	II		added	
SPNCRNA.457	III		added_and_changed	
SPNCRNA.4570	II		added	
SPNCRNA.4571	II		added	
SPNCRNA.4572	II		added	
SPNCRNA.4573	II		added	
SPNCRNA.4574	II		added	
SPNCRNA.4575	II		added	
SPNCRNA.4576	II		added	
SPNCRNA.4577	II		added	
SPNCRNA.4578	II		added	
SPNCRNA.4579	II		added	
SPNCRNA.458	III		added_and_changed	
SPNCRNA.4580	II		added	
SPNCRNA.4581	II		added	
SPNCRNA.4582	II		added	
SPNCRNA.4583	II		added	
SPNCRNA.4584	II		added	
SPNCRNA.4585	II		added	
SPNCRNA.4586	II		added	
SPNCRNA.4587	II		added	
SPNCRNA.4588	II		added	
SPNCRNA.4589	II		added	
SPNCRNA.4590	II		added	
SPNCRNA.4591	II		added	
SPNCRNA.4592	II		added	
SPNCRNA.4593	II		added	
SPNCRNA.4594	II		added	
SPNCRNA.4595	II		added	
SPNCRNA.4596	II		added	
SPNCRNA.4597	II		added	
SPNCRNA.4598	II		added	
SPNCRNA.4599	II		added	
SPNCRNA.46	I		added_changed_and_removed	
SPNCRNA.460	III		added_and_changed	
SPNCRNA.4600	II		added	
SPNCRNA.4601	II		added	
SPNCRNA.4602	II		added	
SPNCRNA.4603	II		added	
SPNCRNA.4604	II		added	
SPNCRNA.4605	II		added	
SPNCRNA.4606	II		added	
SPNCRNA.4607	II		added	
SPNCRNA.4608	II		added	
SPNCRNA.4609	II		added	
SPNCRNA.4610	II		added	
SPNCRNA.4611	II		added	
SPNCRNA.4612	II		added	
SPNCRNA.4613	II		added	
