systematic_id	chromosome	primary_name	feature_type	category	merged_into	earliest_change	latest_change	latest_coords	comment_addition	reference_addition	comment_removal	reference_removal
SPNCRNA.3950	I		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	4336122..4336654		PMID:29914874		
SPNCRNA.3951	I		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	complement(4337011..4338535)		PMID:29914874		
SPNCRNA.3952	I		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	complement(4338960..4339337)		PMID:29914874		
SPNCRNA.3953	I		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	4341235..4342091		PMID:29914874		
SPNCRNA.3954	I		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	4342754..4343093		PMID:29914874		
SPNCRNA.3955	I		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	4343208..4343704		PMID:29914874		
SPNCRNA.3956	I		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	4347193..4348392		PMID:29914874		
SPNCRNA.3957	I		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	4348501..4348711		PMID:29914874		
SPNCRNA.3958	I		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	4348896..4349360		PMID:29914874		
SPNCRNA.3959	I		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	4350053..4350563		PMID:29914874		
SPNCRNA.396	I		lncRNA,misc_RNA,ncRNA	added_and_changed		2008-05-12	2023-01-16	3775854..3776756				
SPNCRNA.3960	I		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	complement(4351138..4351484)		PMID:29914874		
SPNCRNA.3961	I		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	4355754..4357108		PMID:29914874		
SPNCRNA.3962	I		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	complement(4362448..4362765)		PMID:29914874		
SPNCRNA.3963	I		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	complement(4362831..4364524)		PMID:29914874		
SPNCRNA.3964	I		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	complement(4365311..4365827)		PMID:29914874		
SPNCRNA.3965	I		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	4368364..4368830		PMID:29914874		
SPNCRNA.3966	I		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	4369287..4369885		PMID:29914874		
SPNCRNA.3967	I		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	4370023..4371504		PMID:29914874		
SPNCRNA.3968	I		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	4371614..4371987		PMID:29914874		
SPNCRNA.3969	I		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	4372755..4373345		PMID:29914874		
SPNCRNA.397	II		lncRNA,misc_RNA,ncRNA	added_and_changed		2008-05-12	2023-01-16	2472439..2472537		PMID:18488015,PMID:29914874		
SPNCRNA.3970	I		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	4374101..4374336		PMID:29914874		
SPNCRNA.3971	I		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	complement(4375391..4378765)		PMID:29914874		
SPNCRNA.3972	I		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	complement(4378875..4380829)		PMID:29914874		
SPNCRNA.3973	I		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	complement(4381481..4382445)		PMID:29914874		
SPNCRNA.3974	I		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	complement(4382828..4383043)		PMID:29914874		
SPNCRNA.3975	I		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	complement(4383204..4383729)		PMID:29914874		
SPNCRNA.3976	I		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	complement(4383883..4384263)		PMID:29914874		
SPNCRNA.3977	I		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	complement(4384516..4384809)		PMID:29914874		
SPNCRNA.3978	I		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	complement(4385009..4386219)		PMID:29914874		
SPNCRNA.3979	I		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	complement(4386445..4386765)		PMID:29914874		
SPNCRNA.398	II		lncRNA,misc_RNA,ncRNA	added_and_changed		2008-05-12	2023-01-16	2491214..2491518				
SPNCRNA.3980	I		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	4386964..4388258		PMID:29914874		
SPNCRNA.3981	I		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	4388406..4389210		PMID:29914874		
SPNCRNA.3982	I		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	4392148..4393879		PMID:29914874		
SPNCRNA.3983	I		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	4395747..4398031		PMID:29914874		
SPNCRNA.3984	I		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	4398142..4400306		PMID:29914874		
SPNCRNA.3985	I		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	complement(4401887..4403826)		PMID:29914874		
SPNCRNA.3986	I		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	complement(4403829..4404837)		PMID:29914874		
SPNCRNA.3987	I		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	4411600..4412258		PMID:29914874		
SPNCRNA.3988	I		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	4412681..4413597		PMID:29914874		
SPNCRNA.3989	I		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	4413767..4414091		PMID:29914874		
SPNCRNA.399	II		lncRNA,misc_RNA,ncRNA	added_and_changed		2008-05-12	2023-01-16	2527461..2528721				
SPNCRNA.3990	I		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	complement(4414983..4415299)		PMID:29914874		
SPNCRNA.3991	I		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	complement(4415400..4416719)		PMID:29914874		
SPNCRNA.3992	I		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	complement(4416935..4417850)		PMID:29914874		
SPNCRNA.3993	I		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	4419125..4420263		PMID:29914874		
SPNCRNA.3994	I		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	4420531..4422188		PMID:29914874		
SPNCRNA.3995	I		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	complement(4423630..4424389)		PMID:29914874		
SPNCRNA.3996	I		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	complement(4429032..4431681)		PMID:29914874		
SPNCRNA.3997	I		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	4432633..4432871		PMID:29914874		
SPNCRNA.3998	I		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	complement(4438735..4439532)		PMID:29914874		
SPNCRNA.3999	I		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	complement(4440014..4440734)		PMID:29914874		
SPNCRNA.40	III	prl40	lncRNA,misc_RNA,ncRNA	added_and_changed		2004-09-15	2023-01-16	2391631..2391821		EMBL:AB084852,PMID:12597277,PMID:29914874		
SPNCRNA.400	II		lncRNA,misc_RNA,ncRNA	added_and_changed		2008-05-12	2023-01-16	2528770..2529528				
SPNCRNA.4000	I		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	complement(4441602..4441860)		PMID:29914874		
SPNCRNA.4001	I		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	4442643..4442872		PMID:29914874		
SPNCRNA.4002	I		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	complement(4443519..4443751)		PMID:29914874		
SPNCRNA.4003	I		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	complement(4443974..4444184)		PMID:29914874		
SPNCRNA.4004	I		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	complement(4444295..4445433)		PMID:29914874		
SPNCRNA.4005	I		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	4448210..4448505		PMID:29914874		
SPNCRNA.4006	I		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	4448885..4449091		PMID:29914874		
SPNCRNA.4007	I		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	4449734..4450207		PMID:29914874		
SPNCRNA.4008	I		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	complement(4450954..4452317)		PMID:29914874		
SPNCRNA.4009	I		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	4453939..4455224		PMID:29914874		
SPNCRNA.401	II		lncRNA,misc_RNA,ncRNA	added_and_changed		2008-05-12	2023-01-16	2580438..2581248				
SPNCRNA.4010	I		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	complement(4456607..4457632)		PMID:29914874		
SPNCRNA.4011	I		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	complement(4457733..4458888)		PMID:29914874		
SPNCRNA.4012	I		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	complement(4461894..4462368)		PMID:29914874		
SPNCRNA.4013	I		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	4465927..4466146		PMID:29914874		
SPNCRNA.4014	I		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	4466282..4466913		PMID:29914874		
SPNCRNA.4015	I		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	4468232..4468621		PMID:29914874		
SPNCRNA.4016	I		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	4476996..4477366		PMID:29914874		
SPNCRNA.4017	I		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	4479550..4480088		PMID:29914874		
SPNCRNA.4018	I		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	4484703..4486134		PMID:29914874		
SPNCRNA.4019	I		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	4486336..4486703		PMID:29914874		
SPNCRNA.402	II		lncRNA,misc_RNA,ncRNA	added_and_changed		2008-05-12	2023-01-16	2584403..2585684		PMID:18488015,PMID:21511999,PMID:29914874		
SPNCRNA.4020	I		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	4486837..4487372		PMID:29914874		
SPNCRNA.4021	I		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	4488168..4488436		PMID:29914874		
SPNCRNA.4022	I		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	complement(4488264..4488484)		PMID:29914874		
SPNCRNA.4023	I		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	complement(4496722..4496961)		PMID:29914874		
SPNCRNA.4024	I		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	complement(4497069..4497923)		PMID:29914874		
SPNCRNA.4025	I		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	complement(4498799..4499378)		PMID:29914874		
SPNCRNA.4026	I		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	complement(4499494..4500060)		PMID:29914874		
SPNCRNA.4027	I		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	complement(4500171..4500934)		PMID:29914874		
SPNCRNA.4028	I		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	complement(4501052..4503368)		PMID:29914874		
SPNCRNA.4029	I		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	complement(4510172..4510408)		PMID:29914874		
SPNCRNA.403	II		lncRNA,misc_RNA,ncRNA	added_and_changed		2008-05-12	2023-01-16	2640872..2641783				
SPNCRNA.4030	I		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	4510941..4511256		PMID:29914874		
SPNCRNA.4031	I		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	4512651..4513545		PMID:29914874		
SPNCRNA.4032	I		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	4513884..4514421		PMID:29914874		
SPNCRNA.4033	I		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	complement(4515216..4515761)		PMID:29914874		
SPNCRNA.4034	I		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	complement(4516060..4516565)		PMID:29914874		
SPNCRNA.4035	I		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	complement(4516700..4516959)		PMID:29914874		
SPNCRNA.4036	I		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	complement(4517200..4517511)		PMID:29914874		
SPNCRNA.4037	I		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	complement(4518962..4520118)		PMID:29914874		
SPNCRNA.4038	I		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	4520336..4523021		PMID:29914874		
SPNCRNA.4039	I		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	4523045..4523319		PMID:29914874		
SPNCRNA.4040	I		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	4523429..4524676		PMID:29914874		
SPNCRNA.4041	I		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	complement(4525028..4525452)		PMID:29914874		
SPNCRNA.4042	I		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	complement(4525852..4526170)		PMID:29914874		
SPNCRNA.4043	I		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	complement(4526199..4527835)		PMID:29914874		
SPNCRNA.4044	I		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	4526247..4527607		PMID:29914874		
SPNCRNA.4045	I		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	complement(4527877..4528468)		PMID:29914874		
SPNCRNA.4046	I		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	4528265..4529155		PMID:29914874		
SPNCRNA.4047	I		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	complement(4528927..4529223)		PMID:29914874		
SPNCRNA.4048	I		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	4529277..4530123		PMID:29914874		
SPNCRNA.4049	I		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	4530231..4530867		PMID:29914874		
SPNCRNA.405	II		lncRNA,misc_RNA,ncRNA	added_and_changed		2008-05-12	2023-01-16	2728310..2728918				
SPNCRNA.4050	I		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	4533502..4534252		PMID:29914874		
SPNCRNA.4051	I		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	4534459..4535456		PMID:29914874		
SPNCRNA.4052	I		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	4535558..4540789		PMID:29914874		
SPNCRNA.4053	I		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	complement(4540457..4541871)		PMID:29914874		
SPNCRNA.4054	I		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	4541286..4541729		PMID:29914874		
SPNCRNA.4055	I		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	complement(4542488..4543622)		PMID:29914874		
SPNCRNA.4056	I		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	4546967..4548864		PMID:29914874		
SPNCRNA.4057	I		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	complement(4549362..4553431)		PMID:29914874		
SPNCRNA.4058	I		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	4562199..4562771		PMID:29914874		
SPNCRNA.4059	I		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	complement(4566426..4566782)		PMID:29914874		
SPNCRNA.406	II		lncRNA,misc_RNA,ncRNA	added_and_changed		2008-05-12	2023-01-16	2738941..2739592				
SPNCRNA.4060	I		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	4572682..4574887		PMID:29914874		
SPNCRNA.4061	I		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	4575305..4575644		PMID:29914874		
SPNCRNA.4062	I		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	4575772..4577308		PMID:29914874		
SPNCRNA.4063	I		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	complement(4578614..4579138)		PMID:29914874		
SPNCRNA.4064	I		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	complement(4583021..4584458)		PMID:29914874		
SPNCRNA.4065	I		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	4586897..4587098		PMID:29914874		
SPNCRNA.4066	I		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	4587552..4588078		PMID:29914874		
SPNCRNA.4067	I		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	complement(4589729..4590514)		PMID:29914874		
SPNCRNA.4068	I		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	complement(4590731..4591269)		PMID:29914874		
SPNCRNA.4069	I		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	4594794..4595177		PMID:29914874		
SPNCRNA.4070	I		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	4595388..4595717		PMID:29914874		
SPNCRNA.4071	I		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	4602079..4602303		PMID:29914874		
SPNCRNA.4072	I		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	4603369..4603691		PMID:29914874		
SPNCRNA.4073	I		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	complement(4607667..4607988)		PMID:29914874		
SPNCRNA.4074	I		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	complement(4608799..4609677)		PMID:29914874		
SPNCRNA.4075	I		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	complement(4609820..4610283)		PMID:29914874		
SPNCRNA.4076	I		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	complement(4610464..4611463)		PMID:29914874		
SPNCRNA.4077	I		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	complement(4611584..4612780)		PMID:29914874		
SPNCRNA.4078	I		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	complement(4612927..4613192)		PMID:29914874		
SPNCRNA.4079	I		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	4617240..4618464		PMID:29914874		
SPNCRNA.408	II		lncRNA,misc_RNA,ncRNA	added_and_changed		2008-05-12	2023-01-16	2819557..2819634				
SPNCRNA.4080	I		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	complement(4618815..4619452)		PMID:29914874		
SPNCRNA.4081	I		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	4623236..4625814		PMID:29914874		
SPNCRNA.4082	I		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	4629929..4630753		PMID:29914874		
SPNCRNA.4083	I		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	4631486..4632242		PMID:29914874		
SPNCRNA.4084	I		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	4633310..4633851		PMID:29914874		
SPNCRNA.4085	I		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	4634004..4634288		PMID:29914874		
SPNCRNA.4086	I		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	4634851..4635268		PMID:29914874		
SPNCRNA.4087	I		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	complement(4635718..4636490)		PMID:29914874		
SPNCRNA.4088	I		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	complement(4638049..4639147)		PMID:29914874		
SPNCRNA.4089	I		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	4640963..4642125		PMID:29914874		
SPNCRNA.4090	I		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	complement(4642458..4642698)		PMID:29914874		
SPNCRNA.4091	I		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	complement(4643963..4644810)		PMID:29914874		
SPNCRNA.4092	I		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	complement(4644976..4646556)		PMID:29914874		
SPNCRNA.4093	I		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	complement(4649185..4649875)		PMID:29914874		
SPNCRNA.4094	I		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	4657165..4657482		PMID:29914874		
SPNCRNA.4095	I		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	4658147..4658451		PMID:29914874		
SPNCRNA.4096	I		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	complement(4658485..4661049)		PMID:29914874		
SPNCRNA.4097	I		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	complement(4661414..4662446)		PMID:29914874		
SPNCRNA.4098	I		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	complement(4662597..4662866)		PMID:29914874		
SPNCRNA.4099	I		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	complement(4663274..4663763)		PMID:29914874		
SPNCRNA.41	II	prl41	misc_RNA	added_and_merged	SPBC21B10.14	2004-09-15	2011-03-24	1652051..1652489				PomBase curators
SPNCRNA.410	II		misc_RNA,ncRNA	added_changed_and_merged	SPNCRNA.1559	2008-05-12	2022-08-26	2886001..2886371				PomBase curators
SPNCRNA.4100	I		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	complement(4675948..4677214)		PMID:29914874		
SPNCRNA.4101	I		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	4678477..4678778		PMID:29914874		
SPNCRNA.4102	I		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	4678898..4680869		PMID:29914874		
SPNCRNA.4103	I		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	4683304..4683505		PMID:29914874		
SPNCRNA.4104	I		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	4685819..4686215		PMID:29914874		
SPNCRNA.4105	I		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	complement(4685859..4686066)		PMID:29914874		
SPNCRNA.4106	I		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	complement(4693981..4694225)		PMID:29914874		
SPNCRNA.4107	I		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	complement(4694347..4694722)		PMID:29914874		
SPNCRNA.4108	I		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	complement(4694871..4695241)		PMID:29914874		
SPNCRNA.4109	I		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	complement(4695443..4697082)		PMID:29914874		
SPNCRNA.411	II		misc_RNA,ncRNA	added_changed_and_merged	SPNCRNA.1561	2008-05-12	2022-08-26	2901243..2902541				PomBase curators
SPNCRNA.4110	I		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	complement(4699677..4700145)		PMID:29914874		
SPNCRNA.4111	I		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	complement(4700667..4701511)		PMID:29914874		
SPNCRNA.4112	I		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	complement(4701744..4702056)		PMID:29914874		
SPNCRNA.4113	I		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	complement(4702378..4703303)		PMID:29914874		
SPNCRNA.4114	I		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	4704932..4706181		PMID:29914874		
SPNCRNA.4115	I		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	complement(4706413..4706854)		PMID:29914874		
SPNCRNA.4116	I		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	complement(4706960..4709105)		PMID:29914874		
SPNCRNA.4117	I		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	4709383..4709679		PMID:29914874		
SPNCRNA.4118	I		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	complement(4709969..4710567)		PMID:29914874		
SPNCRNA.4119	I		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	complement(4710710..4711829)		PMID:29914874		
SPNCRNA.412	II		lncRNA,misc_RNA,ncRNA	added_and_changed		2008-05-12	2023-01-16	3126888..3127616				
SPNCRNA.4120	I		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	complement(4715805..4716405)		PMID:29914874		
SPNCRNA.4121	I		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	complement(4716683..4717278)		PMID:29914874		
SPNCRNA.4122	I		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	4718164..4718472		PMID:29914874		
SPNCRNA.4123	I		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	4720495..4721050		PMID:29914874		
SPNCRNA.4124	I		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	complement(4723417..4724545)		PMID:29914874		
SPNCRNA.4125	I		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	4727315..4729200		PMID:29914874		
SPNCRNA.4126	I		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	complement(4729711..4731902)		PMID:29914874		
SPNCRNA.4127	I		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	complement(4735465..4735734)		PMID:29914874		
SPNCRNA.4128	I		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	4737975..4738336		PMID:29914874		
SPNCRNA.4129	I		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	4738473..4738867		PMID:29914874		
SPNCRNA.413	II		lncRNA,misc_RNA,ncRNA	added_and_changed		2008-05-12	2023-01-16	3150075..3150475				
SPNCRNA.4130	I		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	4739611..4739986		PMID:29914874		
SPNCRNA.4131	I		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	complement(4739653..4741024)		PMID:29914874		
SPNCRNA.4132	I		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	complement(4744232..4745889)		PMID:29914874		
SPNCRNA.4133	I		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	4746214..4747053		PMID:29914874		
SPNCRNA.4134	I		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	4747245..4748222		PMID:29914874		
SPNCRNA.4135	I		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	complement(4752769..4753819)		PMID:29914874		
SPNCRNA.4136	I		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	complement(4758921..4759193)		PMID:29914874		
SPNCRNA.4137	I		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	complement(4759388..4759910)		PMID:29914874		
SPNCRNA.4138	I		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	complement(4761255..4762204)		PMID:29914874		
SPNCRNA.4139	I		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	complement(4762359..4765004)		PMID:29914874		
SPNCRNA.414	II		lncRNA,misc_RNA,ncRNA	added_and_changed		2008-05-12	2023-01-16	3153261..3153382		PMID:18488015,PMID:29914874		
SPNCRNA.4140	I		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	4769905..4771831		PMID:29914874		
SPNCRNA.4141	I		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	4772751..4772961		PMID:29914874		
SPNCRNA.4142	I		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	4775099..4775336		PMID:29914874		
SPNCRNA.4143	I		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	4777960..4778208		PMID:29914874		
SPNCRNA.4144	I		lncRNA,ncRNA	added_and_changed		2022-01-12	2023-01-16	4779138..4779658		PMID:29914874		
