chromosome	systematic_id	primary_name	feature_type	value	date	db_xref_removed	db_xref_added	pombase_reference_removed	pombase_reference_added	pombase_comments_removed	pombase_comments_added	genome_snapshot
II	SPBC25H2.08c		5'UTR	3270021..3270231	2011-03-24	PMID:18641648,PMID:20118936						https://www.pombase.org/data/genome_sequence_and_features/artemis_files/OLD/20110304/
II	SPBC25H2.09		5'UTR	complement(3269378..3269410)	2011-03-04							https://www.pombase.org/data/genome_sequence_and_features/artemis_files/OLD/20110204/
II	SPBC25H2.09		5'UTR	complement(3269380..3269410)	2011-03-24	PMID:18641648,PMID:20118936						https://www.pombase.org/data/genome_sequence_and_features/artemis_files/OLD/20110304/
II	SPBC25H2.09		5'UTR	complement(3269380..3269488)	2023-01-12	PMID:21511999						https://curation.pombase.org/pombe-embl-repo/trunk/?p=8649
II	SPBC25H2.10c		CDS	join(3268902..3268932,3268989..3269104,3269155..3269311,3269397..3269602,3269652..3269795,3269848..3270021)	2004-09-15							https://www.pombase.org/data/genome_sequence_and_features/artemis_files/OLD/20030814/
II	SPBC25H2.11c		3'UTR	3266719..3266773	2011-03-24	PMID:18641648,PMID:20118936						https://www.pombase.org/data/genome_sequence_and_features/artemis_files/OLD/20110304/
II	SPBC25H2.11c		5'UTR	3263083..3263376	2023-01-12	PMID:21511999						https://curation.pombase.org/pombe-embl-repo/trunk/?p=8649
II	SPBC25H2.11c		5'UTR	3263306..3263376	2011-03-24	PMID:18641648,PMID:20118936						https://www.pombase.org/data/genome_sequence_and_features/artemis_files/OLD/20110304/
II	SPBC25H2.11c	spt7	CDS	join(3263377..3263950,3263992..3264191,3264337..3264438,3264481..3264619,3264667..3265910,3265950..3266093,3266137..3266351,3266397..3266718)	2011-02-04			PMID:21270388				https://www.pombase.org/data/genome_sequence_and_features/artemis_files/OLD/20101209/
II	SPBC25H2.12c		5'UTR	3260872..3260918	2023-01-12	PMID:21511999						https://curation.pombase.org/pombe-embl-repo/trunk/?p=8649
II	SPBC25H2.12c		5'UTR	3260887..3260918	2011-03-24	PMID:18641648,PMID:20118936						https://www.pombase.org/data/genome_sequence_and_features/artemis_files/OLD/20110304/
II	SPBC25H2.13c		5'UTR	3253690..3253888	2023-01-12	PMID:21511999						https://curation.pombase.org/pombe-embl-repo/trunk/?p=8649
II	SPBC25H2.13c		5'UTR	3253735..3253888	2011-03-24	PMID:18641648,PMID:20118936						https://www.pombase.org/data/genome_sequence_and_features/artemis_files/OLD/20110304/
II	SPBC25H2.14		5'UTR	complement(3251246..3251263)	2011-03-04							https://www.pombase.org/data/genome_sequence_and_features/artemis_files/OLD/20110204/
II	SPBC25H2.14		5'UTR	complement(3251248..3251263)	2023-01-12	PMID:18641648,PMID:20118936						https://curation.pombase.org/pombe-embl-repo/trunk/?p=8649
II	SPBC25H2.16c		5'UTR	3246497..3246583	2023-01-12	PMID:21511999						https://curation.pombase.org/pombe-embl-repo/trunk/?p=8649
II	SPBC25H2.18		5'UTR	complement(3253185..3253356)	2023-01-12	PMID:21511999						https://curation.pombase.org/pombe-embl-repo/trunk/?p=8649
II	SPBC26H8.01		3'UTR	3941561..3941624	2011-03-24	PMID:18641648,PMID:20118936						https://www.pombase.org/data/genome_sequence_and_features/artemis_files/OLD/20110304/
II	SPBC26H8.01		5'UTR	3939342..3940573	2023-01-12	PMID:21511999						https://curation.pombase.org/pombe-embl-repo/trunk/?p=8649
II	SPBC26H8.01		5'UTR	3939420..3940573	2011-03-24	PMID:18641648,PMID:20118936						https://www.pombase.org/data/genome_sequence_and_features/artemis_files/OLD/20110304/
II	SPBC26H8.02c		3'UTR	complement(3942173..3942484)	2011-03-24	PMID:18641648,PMID:20118936						https://www.pombase.org/data/genome_sequence_and_features/artemis_files/OLD/20110304/
II	SPBC26H8.02c		5'UTR	complement(3943743..3943989)	2011-03-04							https://www.pombase.org/data/genome_sequence_and_features/artemis_files/OLD/20110204/
II	SPBC26H8.02c		5'UTR	complement(3943745..3943989)	2011-03-24	PMID:18641648,PMID:20118936						https://www.pombase.org/data/genome_sequence_and_features/artemis_files/OLD/20110304/
II	SPBC26H8.02c		5'UTR	complement(3943745..3944032)	2023-01-12	PMID:21511999						https://curation.pombase.org/pombe-embl-repo/trunk/?p=8649
II	SPBC26H8.03		3'UTR	3948779..3948883	2011-03-24	PMID:18641648,PMID:20118936						https://www.pombase.org/data/genome_sequence_and_features/artemis_files/OLD/20110304/
II	SPBC26H8.03		5'UTR	3945742..3946060	2023-01-12	PMID:21511999						https://curation.pombase.org/pombe-embl-repo/trunk/?p=8649
II	SPBC26H8.03		5'UTR	3945747..3946060	2011-03-24	PMID:18641648,PMID:20118936						https://www.pombase.org/data/genome_sequence_and_features/artemis_files/OLD/20110304/
II	SPBC26H8.04c		3'UTR	complement(3949158..3949184)	2011-03-24	PMID:18641648,PMID:20118936						https://www.pombase.org/data/genome_sequence_and_features/artemis_files/OLD/20110304/
II	SPBC26H8.04c		5'UTR	complement(3953674..3953778)	2011-03-04							https://www.pombase.org/data/genome_sequence_and_features/artemis_files/OLD/20110204/
II	SPBC26H8.04c		5'UTR	complement(3953676..3953778)	2011-03-24	PMID:18641648,PMID:20118936						https://www.pombase.org/data/genome_sequence_and_features/artemis_files/OLD/20110304/
II	SPBC26H8.04c		5'UTR	complement(3953676..3953924)	2023-01-12	PMID:21511999						https://curation.pombase.org/pombe-embl-repo/trunk/?p=8649
II	SPBC26H8.05c		3'UTR	complement(3954605..3954714)	2011-03-24	PMID:18641648,PMID:20118936						https://www.pombase.org/data/genome_sequence_and_features/artemis_files/OLD/20110304/
II	SPBC26H8.05c		5'UTR	complement(3955928..3956034)	2011-03-04							https://www.pombase.org/data/genome_sequence_and_features/artemis_files/OLD/20110204/
II	SPBC26H8.05c		5'UTR	complement(3955930..3956034)	2011-03-24	PMID:18641648,PMID:20118936						https://www.pombase.org/data/genome_sequence_and_features/artemis_files/OLD/20110304/
II	SPBC26H8.05c		5'UTR	complement(3955930..3956123)	2023-01-12	PMID:21511999						https://curation.pombase.org/pombe-embl-repo/trunk/?p=8649
II	SPBC26H8.06		3'UTR	3958239..3958395	2011-03-24	PMID:18641648,PMID:20118936						https://www.pombase.org/data/genome_sequence_and_features/artemis_files/OLD/20110304/
II	SPBC26H8.06		5'UTR	3957094..3957503	2023-01-12	PMID:21511999						https://curation.pombase.org/pombe-embl-repo/trunk/?p=8649
II	SPBC26H8.06		5'UTR	3957408..3957503	2011-03-24	PMID:18641648,PMID:20118936						https://www.pombase.org/data/genome_sequence_and_features/artemis_files/OLD/20110304/
II	SPBC26H8.07c		5'UTR	complement(3965923..3965931)	2011-03-04							https://www.pombase.org/data/genome_sequence_and_features/artemis_files/OLD/20110204/
II	SPBC26H8.07c		5'UTR	complement(3965925..3965931)	2011-03-24	PMID:18641648,PMID:20118936						https://www.pombase.org/data/genome_sequence_and_features/artemis_files/OLD/20110304/
II	SPBC26H8.07c		5'UTR	complement(3965925..3966037)	2023-01-12	PMID:21511999						https://curation.pombase.org/pombe-embl-repo/trunk/?p=8649
II	SPBC26H8.08c		3'UTR	complement(3966592..3966699)	2011-03-24	PMID:18641648,PMID:20118936						https://www.pombase.org/data/genome_sequence_and_features/artemis_files/OLD/20110304/
II	SPBC26H8.08c		5'UTR	complement(3968154..3968191)	2011-03-04							https://www.pombase.org/data/genome_sequence_and_features/artemis_files/OLD/20110204/
II	SPBC26H8.08c		5'UTR	complement(3968156..3968191)	2011-03-24	PMID:18641648,PMID:20118936						https://www.pombase.org/data/genome_sequence_and_features/artemis_files/OLD/20110304/
II	SPBC26H8.08c		5'UTR	complement(3968156..3968193)	2023-01-12	PMID:21511999						https://curation.pombase.org/pombe-embl-repo/trunk/?p=8649
II	SPBC26H8.09c		3'UTR	complement(3968517..3968555)	2011-03-24	PMID:18641648,PMID:20118936						https://www.pombase.org/data/genome_sequence_and_features/artemis_files/OLD/20110304/
II	SPBC26H8.09c		5'UTR	complement(3970102..3970170)	2011-03-04							https://www.pombase.org/data/genome_sequence_and_features/artemis_files/OLD/20110204/
II	SPBC26H8.09c		5'UTR	complement(3970104..3970170)	2011-03-24	PMID:18641648,PMID:20118936						https://www.pombase.org/data/genome_sequence_and_features/artemis_files/OLD/20110304/
II	SPBC26H8.09c		5'UTR	complement(3970104..3970577)	2023-01-12	PMID:21511999						https://curation.pombase.org/pombe-embl-repo/trunk/?p=8649
II	SPBC26H8.10		5'UTR	3970898..3970968	2023-01-12							https://curation.pombase.org/pombe-embl-repo/trunk/?p=8649
II	SPBC26H8.11c		5'UTR	complement(3974894..3974994)	2023-01-12	EMBL:AU009924						https://curation.pombase.org/pombe-embl-repo/trunk/?p=8649
II	SPBC26H8.12		3'UTR	3977975..3978255	2011-03-24	PMID:18641648,PMID:20118936						https://www.pombase.org/data/genome_sequence_and_features/artemis_files/OLD/20110304/
II	SPBC26H8.12		5'UTR	3976620..3976840	2023-01-12	PMID:21511999						https://curation.pombase.org/pombe-embl-repo/trunk/?p=8649
II	SPBC26H8.12		5'UTR	3976712..3976840	2011-03-24	PMID:18641648,PMID:20118936						https://www.pombase.org/data/genome_sequence_and_features/artemis_files/OLD/20110304/
II	SPBC26H8.13c		3'UTR	complement(3960105..3960641)	2011-03-24	PMID:18641648,PMID:20118936						https://www.pombase.org/data/genome_sequence_and_features/artemis_files/OLD/20110304/
II	SPBC26H8.13c		5'UTR	complement(3961101..3961152)	2023-01-12	PMID:21511999						https://curation.pombase.org/pombe-embl-repo/trunk/?p=8649
II	SPBC26H8.14c		3'UTR	complement(3961861..3961942)	2011-03-24	PMID:18641648,PMID:20118936						https://www.pombase.org/data/genome_sequence_and_features/artemis_files/OLD/20110304/
II	SPBC26H8.14c		5'UTR	complement(3962280..3962537)	2023-01-12	PMID:21511999						https://curation.pombase.org/pombe-embl-repo/trunk/?p=8649
II	SPBC26H8.16		5'UTR	complement(3963616..3963804)	2023-01-12	PMID:21511999						https://curation.pombase.org/pombe-embl-repo/trunk/?p=8649
II	SPBC27.01c		3'UTR	complement(1561356..1561636)	2011-03-24	PMID:18641648,PMID:20118936						https://www.pombase.org/data/genome_sequence_and_features/artemis_files/OLD/20110304/
II	SPBC27.01c		5'UTR	complement(1562034..1562074)	2011-03-04							https://www.pombase.org/data/genome_sequence_and_features/artemis_files/OLD/20110204/
II	SPBC27.01c		5'UTR	complement(1562036..1562074)	2011-03-24	PMID:18641648,PMID:20118936						https://www.pombase.org/data/genome_sequence_and_features/artemis_files/OLD/20110304/
II	SPBC27.01c		5'UTR	complement(1562036..1562123)	2023-01-12	PMID:21511999						https://curation.pombase.org/pombe-embl-repo/trunk/?p=8649
II	SPBC27.02c		5'UTR	complement(1563565..1563675)	2023-01-12	PMID:21511999						https://curation.pombase.org/pombe-embl-repo/trunk/?p=8649
II	SPBC27.03		5'UTR	1563859..1563901	2023-01-12							https://curation.pombase.org/pombe-embl-repo/trunk/?p=8649
II	SPBC27.06c		5'UTR	complement(1570853..1571067)	2023-01-12	EMBL:SPD182						https://curation.pombase.org/pombe-embl-repo/trunk/?p=8649
II	SPBC27.08c		5'UTR	complement(1572956..1572963)	2011-03-04							https://www.pombase.org/data/genome_sequence_and_features/artemis_files/OLD/20110204/
II	SPBC27.08c		5'UTR	complement(1572958..1572963)	2011-03-24	PMID:18641648,PMID:20118936						https://www.pombase.org/data/genome_sequence_and_features/artemis_files/OLD/20110304/
II	SPBC27.08c		5'UTR	complement(1572958..1573100)	2023-01-12	PMID:21511999						https://curation.pombase.org/pombe-embl-repo/trunk/?p=8649
II	SPBC27B12.01c		3'UTR	complement(1321113..1321951)	2011-03-24	PMID:18641648,PMID:20118936						https://www.pombase.org/data/genome_sequence_and_features/artemis_files/OLD/20110304/
II	SPBC27B12.01c		5'UTR	complement(1323099..1323256)	2011-03-04							https://www.pombase.org/data/genome_sequence_and_features/artemis_files/OLD/20110204/
II	SPBC27B12.01c		5'UTR	complement(1323101..1323256)	2011-03-24	PMID:18641648,PMID:20118936						https://www.pombase.org/data/genome_sequence_and_features/artemis_files/OLD/20110304/
II	SPBC27B12.01c		5'UTR	complement(1323101..1323310)	2023-01-12	PMID:21511999						https://curation.pombase.org/pombe-embl-repo/trunk/?p=8649
II	SPBC27B12.01c	mmm1	CDS	complement(join(1321952..1322042,1322087..1322295,1322360..1323100))	2011-03-24							https://www.pombase.org/data/genome_sequence_and_features/artemis_files/OLD/20110304/
II	SPBC27B12.02		3'UTR	1324070..1324140	2011-03-24	PMID:18641648,PMID:20118936						https://www.pombase.org/data/genome_sequence_and_features/artemis_files/OLD/20110304/
II	SPBC27B12.02		5'UTR	1323523..1323730	2023-01-12							https://curation.pombase.org/pombe-embl-repo/trunk/?p=8649
II	SPBC27B12.02		5'UTR	1323589..1323739	2011-03-24	PMID:18641648,PMID:20118936						https://www.pombase.org/data/genome_sequence_and_features/artemis_files/OLD/20110304/
II	SPBC27B12.02		CDS	1323740..1324069	2011-03-24							https://www.pombase.org/data/genome_sequence_and_features/artemis_files/OLD/20110304/
II	SPBC27B12.03c		3'UTR	complement(1324250..1324474)	2011-03-24	PMID:18641648,PMID:20118936						https://www.pombase.org/data/genome_sequence_and_features/artemis_files/OLD/20110304/
II	SPBC27B12.03c		5'UTR	complement(1325463..1325733)	2011-03-04							https://www.pombase.org/data/genome_sequence_and_features/artemis_files/OLD/20110204/
II	SPBC27B12.03c		5'UTR	complement(1325465..1325733)	2011-03-24	PMID:18641648,PMID:20118936						https://www.pombase.org/data/genome_sequence_and_features/artemis_files/OLD/20110304/
II	SPBC27B12.03c		5'UTR	complement(1325465..1325832)	2023-01-12							https://curation.pombase.org/pombe-embl-repo/trunk/?p=8649
II	SPBC27B12.04c		3'UTR	complement(1326119..1326138)	2011-03-24	PMID:18641648,PMID:20118936						https://www.pombase.org/data/genome_sequence_and_features/artemis_files/OLD/20110304/
II	SPBC27B12.04c		5'UTR	complement(1328591..1328650)	2011-03-04							https://www.pombase.org/data/genome_sequence_and_features/artemis_files/OLD/20110204/
II	SPBC27B12.04c		5'UTR	complement(1328593..1328650)	2011-03-24	PMID:18641648,PMID:20118936						https://www.pombase.org/data/genome_sequence_and_features/artemis_files/OLD/20110304/
II	SPBC27B12.04c		5'UTR	complement(1328593..1328707)	2023-01-12							https://curation.pombase.org/pombe-embl-repo/trunk/?p=8649
II	SPBC27B12.05		3'UTR	1330608..1330738	2011-03-24	PMID:18641648,PMID:20118936						https://www.pombase.org/data/genome_sequence_and_features/artemis_files/OLD/20110304/
II	SPBC27B12.05		5'UTR	1328758..1329203	2011-03-24	PMID:18641648,PMID:20118936						https://www.pombase.org/data/genome_sequence_and_features/artemis_files/OLD/20110304/
II	SPBC27B12.05		5'UTR	1328759..1328793	2023-01-12	PMID:21511999						https://curation.pombase.org/pombe-embl-repo/trunk/?p=8649
II	SPBC27B12.05		CDS	join(1329204..1329415,1329458..1329555,1329597..1329720,1329765..1329984,1330039..1330467,1330515..1330607)	2011-03-24							https://www.pombase.org/data/genome_sequence_and_features/artemis_files/OLD/20110304/
II	SPBC27B12.06		5'UTR	1330993..1331065	2023-01-12	PMID:21511999						https://curation.pombase.org/pombe-embl-repo/trunk/?p=8649
II	SPBC27B12.07		3'UTR	1335163..1335520	2011-03-24	PMID:18641648,PMID:20118936						https://www.pombase.org/data/genome_sequence_and_features/artemis_files/OLD/20110304/
II	SPBC27B12.07		5'UTR	1333998..1334111	2023-01-12	PMID:21511999						https://curation.pombase.org/pombe-embl-repo/trunk/?p=8649
II	SPBC27B12.08		5'UTR	1335689..1335723	2023-01-12	PMID:21511999						https://curation.pombase.org/pombe-embl-repo/trunk/?p=8649
II	SPBC27B12.09c		3'UTR	complement(1341962..1342042)	2011-03-24	PMID:18641648,PMID:20118936						https://www.pombase.org/data/genome_sequence_and_features/artemis_files/OLD/20110304/
II	SPBC27B12.09c		5'UTR	complement(1342875..1343058)	2011-03-04							https://www.pombase.org/data/genome_sequence_and_features/artemis_files/OLD/20110204/
II	SPBC27B12.09c		5'UTR	complement(1342877..1343058)	2011-03-24	PMID:18641648,PMID:20118936						https://www.pombase.org/data/genome_sequence_and_features/artemis_files/OLD/20110304/
II	SPBC27B12.09c		5'UTR	complement(1342877..1343112)	2023-01-12	PMID:21511999						https://curation.pombase.org/pombe-embl-repo/trunk/?p=8649
II	SPBC27B12.10c		3'UTR	complement(1343502..1344031)	2014-07-04							https://curation.pombase.org/pombe-embl-repo/trunk/?p=1902
II	SPBC27B12.10c		5'UTR	complement(1344236..1344272)	2011-03-04							https://www.pombase.org/data/genome_sequence_and_features/artemis_files/OLD/20110204/
II	SPBC27B12.10c		5'UTR	complement(1344238..1344272)	2023-01-12	PMID:18641648,PMID:20118936						https://curation.pombase.org/pombe-embl-repo/trunk/?p=8649
II	SPBC27B12.10c	tom7	CDS	complement(join(1344032..1344157,1344214..1344237))	2014-07-04			PMID:24929437		based on ribosome profiling		https://curation.pombase.org/pombe-embl-repo/trunk/?p=1902
II	SPBC27B12.11c		5'UTR	complement(1347464..1347951)	2011-03-04							https://www.pombase.org/data/genome_sequence_and_features/artemis_files/OLD/20110204/
II	SPBC27B12.11c		5'UTR	complement(1347466..1347951)	2011-03-24	PMID:18641648,PMID:20118936						https://www.pombase.org/data/genome_sequence_and_features/artemis_files/OLD/20110304/
II	SPBC27B12.11c		5'UTR	complement(1347466..1347969)	2023-01-12	PMID:21511999						https://curation.pombase.org/pombe-embl-repo/trunk/?p=8649
II	SPBC27B12.12c		5'UTR	complement(1353741..1354228)	2011-03-04							https://www.pombase.org/data/genome_sequence_and_features/artemis_files/OLD/20110204/
II	SPBC27B12.12c		5'UTR	complement(1353743..1354228)	2011-03-24	PMID:18641648,PMID:20118936	PMID:30566651					https://www.pombase.org/data/genome_sequence_and_features/artemis_files/OLD/20110304/
II	SPBC27B12.12c		5'UTR	complement(1353743..1354300)	2023-01-12	PMID:21511999						https://curation.pombase.org/pombe-embl-repo/trunk/?p=8649
II	SPBC27B12.13		3'UTR	1357352..1357850	2011-03-24	PMID:18641648,PMID:20118936						https://www.pombase.org/data/genome_sequence_and_features/artemis_files/OLD/20110304/
II	SPBC27B12.13		5'UTR	1356208..1356316	2023-01-12	EMBL:AU010909						https://curation.pombase.org/pombe-embl-repo/trunk/?p=8649
II	SPBC27B12.14		3'UTR	1348864..1349220	2011-03-24	PMID:18641648,PMID:20118936						https://www.pombase.org/data/genome_sequence_and_features/artemis_files/OLD/20110304/
II	SPBC27B12.14		5'UTR	1348223..1348379	2023-01-12	PMID:21511999						https://curation.pombase.org/pombe-embl-repo/trunk/?p=8649
II	SPBC27B12.14		5'UTR	1348287..1348379	2011-03-24	PMID:18641648,PMID:20118936						https://www.pombase.org/data/genome_sequence_and_features/artemis_files/OLD/20110304/
II	SPBC28E12.03		3'UTR	1842767..1843042	2011-03-24	PMID:18641648,PMID:20118936						https://www.pombase.org/data/genome_sequence_and_features/artemis_files/OLD/20110304/
II	SPBC28E12.03		5'UTR	1839363..1839622	2023-01-12	PMID:21511999						https://curation.pombase.org/pombe-embl-repo/trunk/?p=8649
II	SPBC28E12.03		5'UTR	1839411..1839622	2011-03-24	PMID:18641648,PMID:20118936						https://www.pombase.org/data/genome_sequence_and_features/artemis_files/OLD/20110304/
II	SPBC28E12.04		3'UTR	1844532..1844864	2011-03-24	PMID:18641648,PMID:20118936						https://www.pombase.org/data/genome_sequence_and_features/artemis_files/OLD/20110304/
II	SPBC28E12.04		5'UTR	1843288..1843460	2023-01-12	PMID:21511999						https://curation.pombase.org/pombe-embl-repo/trunk/?p=8649
II	SPBC28E12.04		5'UTR	1843428..1843460	2011-03-24	PMID:18641648,PMID:20118936						https://www.pombase.org/data/genome_sequence_and_features/artemis_files/OLD/20110304/
II	SPBC28E12.05		3'UTR	1846167..1846230	2011-03-24	PMID:18641648,PMID:20118936						https://www.pombase.org/data/genome_sequence_and_features/artemis_files/OLD/20110304/
II	SPBC28E12.05		5'UTR	1844942..1845161	2023-01-12	PMID:21511999						https://curation.pombase.org/pombe-embl-repo/trunk/?p=8649
II	SPBC28E12.05		5'UTR	1845076..1845161	2011-03-24	PMID:18641648,PMID:20118936						https://www.pombase.org/data/genome_sequence_and_features/artemis_files/OLD/20110304/
II	SPBC28E12.06c		5'UTR	complement(1854262..1854538)	2011-03-04							https://www.pombase.org/data/genome_sequence_and_features/artemis_files/OLD/20110204/
II	SPBC28E12.06c		5'UTR	complement(1854264..1854534)	2023-01-12	PMID:21511999						https://curation.pombase.org/pombe-embl-repo/trunk/?p=8649
II	SPBC28E12.06c		5'UTR	complement(1854264..1854538)	2011-03-24	PMID:18641648,PMID:20118936						https://www.pombase.org/data/genome_sequence_and_features/artemis_files/OLD/20110304/
II	SPBC28F2.02		5'UTR	1574309..1574526	2023-01-12	PMID:21511999						https://curation.pombase.org/pombe-embl-repo/trunk/?p=8649
II	SPBC28F2.02		5'UTR	1574338..1574526	2011-03-24	PMID:18641648,PMID:20118936						https://www.pombase.org/data/genome_sequence_and_features/artemis_files/OLD/20110304/
II	SPBC28F2.03		3'UTR	1576818..1576867	2011-03-24	PMID:18641648,PMID:20118936						https://www.pombase.org/data/genome_sequence_and_features/artemis_files/OLD/20110304/
II	SPBC28F2.03		5'UTR	1576159..1576328	2023-01-12	PMID:21511999						https://curation.pombase.org/pombe-embl-repo/trunk/?p=8649
II	SPBC28F2.03		5'UTR	1576311..1576328	2011-03-24	PMID:18641648,PMID:20118936						https://www.pombase.org/data/genome_sequence_and_features/artemis_files/OLD/20110304/
II	SPBC28F2.04c		5'UTR	complement(1578010..1578049)	2023-01-12	PMID:21511999						https://curation.pombase.org/pombe-embl-repo/trunk/?p=8649
II	SPBC28F2.05c		5'UTR	complement(1579006..1579102)	2023-01-12	PMID:21511999						https://curation.pombase.org/pombe-embl-repo/trunk/?p=8649
II	SPBC28F2.06c		5'UTR	complement(1579947..1580165)	2011-03-04							https://www.pombase.org/data/genome_sequence_and_features/artemis_files/OLD/20110204/
II	SPBC28F2.06c		5'UTR	complement(1579949..1580165)	2011-03-24	PMID:18641648,PMID:20118936						https://www.pombase.org/data/genome_sequence_and_features/artemis_files/OLD/20110304/
II	SPBC28F2.06c		5'UTR	complement(1579949..1580296)	2023-01-12	PMID:21511999						https://curation.pombase.org/pombe-embl-repo/trunk/?p=8649
II	SPBC28F2.07		3'UTR	1581588..1581758	2011-03-24	PMID:18641648,PMID:20118936						https://www.pombase.org/data/genome_sequence_and_features/artemis_files/OLD/20110304/
II	SPBC28F2.07		5'UTR	1580286..1580687	2023-01-12	PMID:21511999						https://curation.pombase.org/pombe-embl-repo/trunk/?p=8649
II	SPBC28F2.07		5'UTR	1580605..1580687	2011-03-24	PMID:18641648,PMID:20118936						https://www.pombase.org/data/genome_sequence_and_features/artemis_files/OLD/20110304/
II	SPBC28F2.08c		3'UTR	complement(1581869..1582102)	2011-03-24	PMID:18641648,PMID:20118936						https://www.pombase.org/data/genome_sequence_and_features/artemis_files/OLD/20110304/
II	SPBC28F2.08c		5'UTR	complement(1584243..1584287)	2011-03-04							https://www.pombase.org/data/genome_sequence_and_features/artemis_files/OLD/20110204/
II	SPBC28F2.08c		5'UTR	complement(1584245..1584287)	2011-03-24	PMID:18641648,PMID:20118936						https://www.pombase.org/data/genome_sequence_and_features/artemis_files/OLD/20110304/
II	SPBC28F2.08c		5'UTR	complement(1584245..1584320)	2023-01-12	PMID:21511999						https://curation.pombase.org/pombe-embl-repo/trunk/?p=8649
II	SPBC28F2.09		3'UTR	1586418..1586602	2011-03-24	PMID:18641648,PMID:20118936						https://www.pombase.org/data/genome_sequence_and_features/artemis_files/OLD/20110304/
II	SPBC28F2.09		5'UTR	1585178..1585221	2023-01-12	PMID:21511999						https://curation.pombase.org/pombe-embl-repo/trunk/?p=8649
II	SPBC28F2.10c		3'UTR	complement(1586653..1586686)	2011-03-24	PMID:18641648,PMID:20118936						https://www.pombase.org/data/genome_sequence_and_features/artemis_files/OLD/20110304/
II	SPBC28F2.10c		5'UTR	complement(1588341..1588413)	2011-03-04							https://www.pombase.org/data/genome_sequence_and_features/artemis_files/OLD/20110204/
II	SPBC28F2.10c		5'UTR	complement(1588343..1588413)	2011-03-24	PMID:18641648,PMID:20118936						https://www.pombase.org/data/genome_sequence_and_features/artemis_files/OLD/20110304/
II	SPBC28F2.10c		5'UTR	complement(1588343..1588443)	2023-01-12	PMID:21511999						https://curation.pombase.org/pombe-embl-repo/trunk/?p=8649
II	SPBC28F2.11		3'UTR	1590484..1590835	2011-03-24	PMID:18641648,PMID:20118936						https://www.pombase.org/data/genome_sequence_and_features/artemis_files/OLD/20110304/
II	SPBC28F2.11		5'UTR	1589237..1589358	2011-03-24	PMID:18641648,PMID:20118936						https://www.pombase.org/data/genome_sequence_and_features/artemis_files/OLD/20110304/
II	SPBC28F2.11		5'UTR	1589259..1589358	2023-01-12	PMID:21511999						https://curation.pombase.org/pombe-embl-repo/trunk/?p=8649
II	SPBC28F2.12		3'UTR	1596711..1596774	2011-03-24	PMID:18641648,PMID:20118936						https://www.pombase.org/data/genome_sequence_and_features/artemis_files/OLD/20110304/
II	SPBC28F2.12		5'UTR	1591120..1591153	2023-01-12	PMID:21511999						https://curation.pombase.org/pombe-embl-repo/trunk/?p=8649
II	SPBC29A10.01		5'UTR	2533001..2533462	2023-01-12	PMID:21511999						https://curation.pombase.org/pombe-embl-repo/trunk/?p=8649
II	SPBC29A10.01	ccr1	3'UTR	2535500..2535569	2011-03-24	EMBL:X64702						https://www.pombase.org/data/genome_sequence_and_features/artemis_files/OLD/20110304/
II	SPBC29A10.01	ccr1	5'UTR	2533330..2533462	2011-03-24	EMBL:X64702						https://www.pombase.org/data/genome_sequence_and_features/artemis_files/OLD/20110304/
II	SPBC29A10.02		5'UTR	2536164..2536220	2023-01-12	PMID:21511999						https://curation.pombase.org/pombe-embl-repo/trunk/?p=8649
II	SPBC29A10.03c		3'UTR	complement(2538194..2538318)	2011-03-24	PMID:18641648,PMID:20118936						https://www.pombase.org/data/genome_sequence_and_features/artemis_files/OLD/20110304/
II	SPBC29A10.03c		5'UTR	complement(2539954..2540104)	2023-01-12	PMID:21511999						https://curation.pombase.org/pombe-embl-repo/trunk/?p=8649
II	SPBC29A10.04		3'UTR	2544445..2545008	2011-03-24	PMID:18641648,PMID:20118936						https://www.pombase.org/data/genome_sequence_and_features/artemis_files/OLD/20110304/
II	SPBC29A10.04		5'UTR	2540660..2540742	2023-01-12	PMID:21511999						https://curation.pombase.org/pombe-embl-repo/trunk/?p=8649
II	SPBC29A10.04	psm1	CDS	2540743..2544444	2011-03-24							https://www.pombase.org/data/genome_sequence_and_features/artemis_files/OLD/20110304/
II	SPBC29A10.05		3'UTR	2547265..2547816	2011-03-24	PMID:18641648,PMID:20118936						https://www.pombase.org/data/genome_sequence_and_features/artemis_files/OLD/20110304/
II	SPBC29A10.05		5'UTR	2545502..2545548	2023-01-12	PMID:21511999						https://curation.pombase.org/pombe-embl-repo/trunk/?p=8649
II	SPBC29A10.05		5'UTR	2545507..2545548	2011-03-24	PMID:18641648,PMID:20118936						https://www.pombase.org/data/genome_sequence_and_features/artemis_files/OLD/20110304/
II	SPBC29A10.06c		3'UTR	complement(2547379..2547515)	2011-03-24	PMID:18641648,PMID:20118936						https://www.pombase.org/data/genome_sequence_and_features/artemis_files/OLD/20110304/
II	SPBC29A10.06c		5'UTR	complement(2548565..2548645)	2011-03-04							https://www.pombase.org/data/genome_sequence_and_features/artemis_files/OLD/20110204/
II	SPBC29A10.06c		5'UTR	complement(2548567..2548645)	2011-03-24	PMID:18641648,PMID:20118936						https://www.pombase.org/data/genome_sequence_and_features/artemis_files/OLD/20110304/
